reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,year,controlling_corporation,is_summary
GENEX POWER LIMITED,Kidston Solar One - Solar - Qld,F,QLD,424119.0,117811.0,0.0,962.0,962,0.0,On,NEM,Solar,2023,,False
GENTARI RENEWABLES AUSTRALIA PTY LTD,Clermont Solar Farm,F,QLD,578645.0,160735.0,334.0,3396.0,3730,0.0,On,NEM,Solar,2023,,False
GENTARI RENEWABLES AUSTRALIA PTY LTD,Wemen Solar Farm,F,VIC,573684.0,159357.0,46.0,1546.0,1592,0.0,On,NEM,Solar,2023,,False
GENUITY PTY LTD,Callide C Power Station (facility),F,QLD,3740418.0,1039005.0,921546.0,12215.0,933761,0.89,On,NEM,Black Coal,2023,,False
GENUITY PTY LTD,Millmerran Power Station (facility),F,QLD,21538826.0,5983007.0,5009858.0,722.0,5010580,0.84,On,NEM,Black Coal,2023,,False
GLENCORE HOLDINGS PTY LIMITED,Mica Creek Power Station,F,QLD,538113.0,149476.0,49174.0,0.0,49174,0.33,On,Mt Isa,Gas,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank 2 Wind farm,F,VIC,304851.0,84681.0,278.0,775.0,1053,0.0,On,NEM,Wind,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,F,VIC,1980685.0,550190.0,136.0,797.0,933,0.0,On,NEM,Wind,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,1070324.0,297312.0,61.0,196.0,257,0.0,On,NEM,Wind,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 3 Windfarm,F,NSW,0.0,0.0,1945.0,0.0,1945,0.0,On,NEM,Wind,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Cunderdin Solar/BESS,F,WA,0.0,0.0,61.0,0.0,61,0.0,On,SWIS,Solar,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Queanbeyan Battery Energy Storage System,F,ACT,0.0,0.0,62.0,818.0,880,0.0,On,NEM,Battery,2023,,False
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Ryans Corner Windfarm,F,VIC,0.0,0.0,2599.0,0.0,2599,0.0,On,NEM,Wind,2023,,False
GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,271994.0,75554.0,43918.0,0.0,43918,0.58,On,SWIS,Gas,2023,,False
GOONUMBLA HOLDINGS CO PTY. LTD.,Goonumbla Solar Farm,F,NSW,422450.0,117347.0,16.0,381.0,397,0.0,On,NEM,Solar,2023,,False
GRAND BARGAIN HOLDCO PTY LTD,Bango Wind Farm,F,NSW,1724657.0,479072.0,93.0,954.0,1047,0.0,On,NEM,Wind,2023,,False
GRAND BARGAIN HOLDCO PTY LTD,Boco Rock Wind Farm,F,NSW,1217064.0,338073.0,20.0,792.0,812,0.0,On,NEM,Wind,2023,,False
GRAND BARGAIN HOLDCO PTY LTD,Clarke Creek Wind Farm,F,QLD,0.0,0.0,7381.0,0.0,7381,0.0,On,NEM,Wind,2023,,False
GRAND BARGAIN HOLDCO PTY LTD,Crudine Ridge Wind Farm,F,NSW,1388204.0,385612.0,72.0,285.0,357,0.0,On,NEM,Wind,2023,,False
GRAND BARGAIN HOLDCO PTY LTD,Sapphire Wind Farm,F,NSW,2930095.0,813915.0,166.0,1363.0,1529,0.0,On,NEM,Wind,2023,,False
HUGHENDEN SOLAR FARM HOLDCO PTY LTD,HUGHENDEN SOLAR FARM,F,QLD,122821.0,34117.0,0.0,442.0,442,0.0,On,NEM,Solar,2023,,False
HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,249732.0,69370.0,0.0,0.0,0,0.0,On,NEM,Hydro,2023,,False
HYDRO POWER PTY. LIMITED,Wyangala B,F,NSW,50983.0,14162.0,0.0,0.0,0,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Bastyan,F,TAS,1165238.0,323677.0,7.0,32.0,39,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Butlers Gorge inc Nieterana,F,TAS,217114.0,60309.0,6.0,226.0,232,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Catagunya,F,TAS,679196.0,188665.0,14.0,30.0,44,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cethana,F,TAS,1372757.0,381322.0,5.0,686.0,691,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cluny,F,TAS,241930.0,67203.0,2.0,17.0,19,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Devils Gate,F,TAS,996764.0,276879.0,6.0,16.0,22,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Fisher & Rowallan,F,TAS,965688.0,268247.0,45.0,114.0,159,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Gordon,F,TAS,2021935.0,561649.0,14.0,30.0,44,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - John Butters,F,TAS,1576789.0,437997.0,28.0,593.0,621,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Echo,F,TAS,165882.0,46078.0,6.0,40.0,46,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Lower,F,TAS,39101.0,10862.0,0.0,1.0,1,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Upper,F,TAS,128479.0,35689.0,0.0,30.0,30,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lemonthyme,F,TAS,917429.0,254842.0,9.0,61.0,70,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Liapootah,F,TAS,1334084.0,370579.0,25.0,62.0,87,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Mackintosh,F,TAS,1147775.0,318827.0,6.0,670.0,676,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Meadowbank,F,TAS,539236.0,149788.0,6.0,20.0,26,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Paloona,F,TAS,454319.0,126200.0,8.0,24.0,32,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Parangana,F,TAS,19046.0,5291.0,0.0,0.0,0,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Poatina,F,TAS,5222735.0,1450760.0,0.0,1418.0,1418,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Reece,F,TAS,3079790.0,855497.0,121.0,2833.0,2954,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Repulse,F,TAS,424631.0,117953.0,7.0,14.0,21,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tarraleah,F,TAS,1701571.0,472659.0,551.0,103.0,654,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tods Corner,F,TAS,588.0,163.0,0.0,15.0,15,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Trevallyn,F,TAS,2011966.0,558880.0,0.0,42.0,42,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tribute,F,TAS,877381.0,243717.0,24.0,51.0,75,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tungatinah,F,TAS,1546536.0,429594.0,28.0,134.0,162,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wayatinah,F,TAS,788949.0,219153.0,8.0,30.0,38,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wilmot,F,TAS,458461.0,127351.0,6.0,34.0,40,0.0,On,NEM,Hydro,2023,,False
HYDRO-ELECTRIC CORPORATION,Power Station - Flinders Island,F,TAS,21768.0,6047.0,1860.0,220.0,2080,0.31,Off,Off-grid,Wind,2023,,False
HYDRO-ELECTRIC CORPORATION,Power Station - King Island,F,TAS,52224.0,14507.0,6674.0,521.0,7195,0.46,Off,Off-grid,Wind,2023,,False
HYDRO-ELECTRIC CORPORATION,Power Station - Tamar Valley,F,TAS,291737.0,81038.0,49574.0,1679.0,51253,0.61,On,NEM,Gas,2023,,False
IBERDROLA AUSTRALIA LIMITED,Alinta Wind Farm,F,WA,960456.0,266793.0,114.0,522.0,636,0.0,On,SWIS,Wind,2023,,False
IBERDROLA AUSTRALIA LIMITED,Bodangora Wind Farm,F,NSW,1198288.0,332858.0,78.0,598.0,676,0.0,On,NEM,Wind,2023,,False
IBERDROLA AUSTRALIA LIMITED,Bolivar Power Station,F,SA,44490.0,12358.0,9854.0,86.0,9940,0.8,On,NEM,Gas,2023,,False
IBERDROLA AUSTRALIA LIMITED,Capital Wind Farm,F,NSW,1324950.0,368042.0,145.0,758.0,903,0.0,On,NEM,Wind,2023,,False
IBERDROLA AUSTRALIA LIMITED,Lake Bonney BESS Pty Ltd,F,SA,0.0,0.0,5.0,691.0,696,0.0,On,NEM,Battery,2023,,False
IBERDROLA AUSTRALIA LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,1957028.0,543619.0,100.0,532.0,632,0.0,On,NEM,Wind,2023,,False
IBERDROLA AUSTRALIA LIMITED,PAREP Wind,F,SA,2384630.0,662397.0,229.0,299.0,528,0.0,On,NEM,Wind,2023,,False
IBERDROLA AUSTRALIA LIMITED,Smithfield Gas Turbine,F,NSW,115506.0,32085.0,22960.0,1100.0,24060,0.72,On,NEM,Gas,2023,,False
IBERDROLA AUSTRALIA LIMITED,Woodlawn Wind Farm,F,NSW,533381.0,148161.0,45.0,267.0,312,0.0,On,NEM,Wind,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,394913.0,109698.0,12.0,78.0,90,0.0,On,NEM,Wind,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,F,SA,117507.0,32641.0,28044.0,228.0,28272,0.86,On,NEM,Gas,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,F,SA,180519.0,50144.0,43066.0,33.0,43099,0.86,On,NEM,Gas,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Pelican Point Power Station,F,SA,6157441.0,1710400.0,687219.0,2673.0,689892,0.4,On,NEM,Gas,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,F,SA,17075.0,4743.0,6587.0,520.0,7107,1.39,On,NEM,Diesel,2023,,False
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,F,SA,18160.0,5045.0,5378.0,236.0,5614,1.07,On,NEM,Diesel,2023,,False
KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,F,VIC,655226.0,182007.0,0.0,384.0,384,0.0,On,NEM,Solar,2023,,False
KENNEDY ENERGY PARK HOLDINGS PTY LTD,Kennedy Energy Park Pty Ltd,F,QLD,557982.0,154995.0,54.0,84.0,138,0.0,On,NEM,Wind,2023,,False
KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,117558.0,32655.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,F,VIC,536761.0,149100.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,F,VIC,1958312.0,543976.0,136.0,1905.0,2041,0.0,On,NEM,Wind,2023,,False
LGI LIMITED,Benaraby LFGE Station,F,QLD,26350.0,7320.0,646.0,3.0,649,0.09,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Bunya LFGE Station,F,QLD,17949.0,4986.0,672.0,9.0,681,0.13,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Caboolture LFGE Station,F,QLD,53078.0,14744.0,1394.0,2.0,1396,0.09,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Dakabin LFGE Station,F,QLD,55539.0,15427.0,1141.0,3.0,1144,0.07,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Maryborough LFGE Station,F,QLD,44107.0,12252.0,1297.0,1.0,1298,0.11,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Mugga Lane LFGE Station,F,ACT,124560.0,34600.0,4065.0,2.0,4067,0.12,On,NEM,Landfill Gas,2023,,False
LGI LIMITED,Willawong LFGE Station,F,QLD,17269.0,4797.0,493.0,2.0,495,0.1,On,NEM,Landfill Gas,2023,,False
LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,F,QLD,484318.0,134533.0,24.0,1103.0,1127,0.0,On,NEM,Solar,2023,,False
LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,668245.0,185624.0,53.0,585.0,638,0.0,On,NEM,Solar,2023,,False
LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,2634306.0,731752.0,42.0,4207.0,4249,0.0,On,NEM,Wind,2023,,False
LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,33471.0,9297.0,598.0,1.0,599,0.06,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Albury Solar Facility,F,NSW,5202.0,1445.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2023,,False
LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,17723.0,4923.0,365.0,3.0,368,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,39070.0,10853.0,841.0,0.0,841,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,12226.0,3396.0,247.0,1.0,248,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,3530.0,981.0,76.0,3.0,79,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Caloundra Renewable Energy Facility,F,QLD,23091.0,6414.0,458.0,1.0,459,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Copping Renewable Energy Facility,F,TAS,58210.0,16170.0,1147.0,0.0,1147,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,32355.0,8988.0,656.0,5.0,661,0.07,On,DKIS,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,F,VIC,31990.0,8886.0,624.0,1.0,625,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,148998.0,41388.0,2965.0,1.0,2966,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Glenorchy Renewable Energy Facility,F,TAS,20605.0,5724.0,386.0,2.0,388,0.07,On,NEM,Gas,2023,,False
LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,259492.0,72081.0,5166.0,4.0,5170,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Henderson Renewable Energy Facility,F,WA,50256.0,13960.0,908.0,8.0,916,0.07,On,SWIS,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,11781.0,3273.0,250.0,1.0,251,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Mc Robies Gully Renewable Energy Facility,F,TAS,13319.0,3700.0,254.0,0.0,254,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,16617.0,4616.0,348.0,3.0,351,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,32195.0,8943.0,571.0,0.0,571,0.06,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,3896.0,1082.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,68746.0,19096.0,1415.0,1.0,1416,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Raymond Terrace Renewable Energy Facility,F,NSW,593.0,165.0,12.0,1.0,13,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,F,QLD,21098.0,5861.0,414.0,15.0,429,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,20779.0,5772.0,441.0,0.0,441,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,234742.0,65206.0,5001.0,1.0,5002,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Rockingham Renewable Energy Facility,F,WA,35523.0,9867.0,716.0,21.0,737,0.07,On,SWIS,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Seaford Heights Renewable Energy Facility,F,SA,70470.0,19575.0,1520.0,4.0,1524,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Seaford Heights Solar Facility,F,SA,2614.0,726.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,20793.0,5776.0,432.0,1.0,433,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,SIMS Gillman Solar Facility,F,SA,1703.0,473.0,0.0,0.0,0,0.0,Off,Off-grid,Solar,2023,,False
LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,53289.0,14802.0,1187.0,0.0,1187,0.08,On,SWIS,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,96367.0,26768.0,2008.0,2.0,2010,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,45783.0,12717.0,948.0,0.0,948,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,231556.0,64321.0,4617.0,5.0,4622,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Woy Woy Renewable Energy Facility,F,NSW,21879.0,6078.0,423.0,4.0,427,0.07,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,140884.0,39135.0,2999.0,3.0,3002,0.08,On,NEM,Landfill Gas,2023,,False
LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,56136.0,15593.0,1162.0,1.0,1163,0.07,On,NEM,Landfill Gas,2023,,False
LS AUSTRALIA HOLDCO1 PTY LTD,Wellington Solar Farm,F,NSW,1278190.0,355053.0,100.0,1129.0,1229,0.0,On,NEM,Solar,2023,,False
METKA EGN AUSTRALIA HOLDINGS PTY LTD,Corowa Solar Farm,F,NSW,202076.0,56132.0,0.0,133.0,133,0.0,On,NEM,Solar,2023,,False
METKA EGN AUSTRALIA HOLDINGS PTY LTD,Junee Solar Farm,F,NSW,226486.0,62913.0,0.0,217.0,217,0.0,On,NEM,Solar,2023,,False
METKA EGN AUSTRALIA HOLDINGS PTY LTD,Wagga Wagga North Solar Farm,F,NSW,195613.0,54337.0,0.0,256.0,256,0.0,On,NEM,Solar,2023,,False
METZ HOLDCO PTY LTD,Metz Solar Farm,F,NSW,852789.0,236886.0,75.0,1205.0,1280,0.0,On,NEM,Solar,2023,,False
MOORABOOL SOUTH WIND FARM (HOLDING) PTY LTD,Moorabool South Wind Farm Pty Ltd,F,VIC,1580003.0,438890.0,25.0,843.0,868,0.0,On,NEM,Wind,2023,,False
MOORABOOL WIND FARM (HOLDING) PTY LTD,Moorabool Wind Farm Pty Ltd,F,VIC,1492122.0,414478.0,23.0,790.0,813,0.0,On,NEM,Wind,2023,,False
MOREE HOLDINGS CO PTY LTD,Moree Solar Farm,F,SA,486836.0,135232.0,28.0,625.0,653,0.0,On,NEM,Solar,2023,,False
MOURA SOLAR FARM HOLDINGS PTY LTD,MOURA SOLAR FARM SPV PTY LTD,F,QLD,272160.0,75600.0,105.0,736.0,841,0.0,On,NEM,Solar,2023,,False
MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,804949.0,223597.0,55.0,187.0,242,0.0,On,SWIS,Wind,2023,,False
MURRA WARRA II PROJECT CO PTY LTD,Murra Warra II Wind Farm,F,VIC,2020049.0,561125.0,184.0,1112.0,1296,0.0,On,NEM,Wind,2023,,False
MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,F,VIC,2145573.0,595993.0,171.0,562.0,733,0.0,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,F,VIC,1863251.0,517570.0,173.0,4830.0,5003,0.0,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,F,NSW,1126101.0,312806.0,66.0,1143.0,1209,0.0,On,NEM,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,35683.0,9912.0,0.0,228.0,228,0.0,Off,Off-grid,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,F,NSW,197958.0,54988.0,6.0,79.0,85,0.0,On,NEM,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,F,NSW,232391.0,64553.0,5.0,95.0,100,0.0,On,NEM,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,F,SA,0.0,0.0,204.0,2995.0,3199,0.0,On,NEM,Battery,2023,,False
NEOEN AUSTRALIA PTY. LTD.,HWF1 Pty Ltd,F,SA,1315186.0,365329.0,26.0,52.0,78,0.0,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,HWF2 Pty Ltd,F,SA,1240278.0,344521.0,26.0,66.0,92,0.0,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,HWF3 PTY LTD,F,SA,1328956.0,369154.0,27.0,58.0,85,0.0,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,KABAN WIND FARM PTY LTD,F,QLD,421143.0,116984.0,791.0,407.0,1198,0.01,On,NEM,Wind,2023,,False
NEOEN AUSTRALIA PTY. LTD.,NUMURKAH SOLAR FARM PTY LTD,F,VIC,531605.0,147668.0,41.0,1009.0,1050,0.0,On,NEM,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,PARKES SOLAR FARM PTY LTD,F,NSW,356159.0,98933.0,21.0,246.0,267,0.0,On,NEM,Solar,2023,,False
NEOEN AUSTRALIA PTY. LTD.,VICTORIAN BIG BATTERY PTY LTD,F,VIC,0.0,0.0,574.0,19522.0,20096,0.0,On,NEM,Battery,2023,,False
NEOEN AUSTRALIA PTY. LTD.,WESTERN DOWNS GREEN POWER HUB PTY LTD,F,QLD,2059713.0,572142.0,164.0,2493.0,2657,0.0,On,NEM,Solar,2023,,False
NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,F,WA,5250052.0,1458348.0,583120.0,911.0,584031,0.4,On,SWIS,Gas,2023,,False
NRG VICTORIA I PTY LTD,Gladstone Power Station,F,QLD,23735141.0,6593095.0,6433252.0,48193.0,6481445,0.98,On,NEM,Black Coal,2023,,False
OAKEY 1 NEW HOLDCO PTY LTD,Oakey 1 Solar Farm,F,QLD,176404.0,49001.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
ORIGIN ENERGY LIMITED,Ballarat Solar Park,F,VIC,1221.0,339.0,0.0,0.0,0,0.0,On,NEM,Solar,2023,,False
ORIGIN ENERGY LIMITED,Bendigo Solar Park,F,VIC,1325.0,368.0,0.0,3.0,3,0.0,On,NEM,Solar,2023,,False
ORIGIN ENERGY LIMITED,Darling Downs Power Station,F,QLD,4429184.0,1230329.0,535063.0,13936.0,548999,0.43,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Eraring Power Station,F,NSW,47884241.0,13301178.0,11864260.0,9389.0,11873649,0.89,On,NEM,Black Coal,2023,,False
ORIGIN ENERGY LIMITED,Exhibition Street,F,VIC,16.0,5.0,3.0,0.0,3,0.6,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,La Trobe,F,VIC,3.0,1.0,1.0,0.0,1,1.0,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,F,SA,229578.0,63771.0,32380.0,238.0,32618,0.51,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Mortlake Power Station,F,VIC,1589185.0,441440.0,243575.0,4599.0,248174,0.55,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Mount,F,NSW,125.0,35.0,22.0,1.0,23,0.63,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Mt Stuart Power Station,F,QLD,61777.0,17160.0,18015.0,3263.0,21278,1.05,On,NEM,Kerosene,2023,,False
ORIGIN ENERGY LIMITED,Quarantine Power Station,F,SA,712058.0,197794.0,125318.0,737.0,126055,0.63,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Roma Power Station,F,QLD,78618.0,21838.0,16736.0,810.0,17546,0.77,On,NEM,Gas,2023,,False
ORIGIN ENERGY LIMITED,Shoalhaven Scheme,F,NSW,787959.0,218877.0,3.0,200074.0,200077,0.0,On,NEM,Hydro,2023,,False
ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,550845.0,153013.0,86313.0,4336.0,90649,0.56,On,NEM,Gas,2023,,False
PALISADE GRANVILLE HARBOUR INVESTMENTS PTY LTD,Granville Harbour Wind Farm,F,TAS,1320287.0,366746.0,28.0,125.0,153,0.0,On,NEM,Wind,2023,,False
PALISADE SOLAR 1 PTY LTD,Ross River Solar Farm,F,QLD,877604.0,243779.0,49.0,629.0,678,0.0,On,NEM,Solar,2023,,False
PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,F,SA,1308013.0,363337.0,38.0,143.0,181,0.0,On,NEM,Wind,2023,,False
