reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,year,controlling_corporation,is_summary,geo_query,latitude,longitude,place_id,formatted_address,geocode_status
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,8773.0,2437.0,1703.0,0.0,1703,0.7,Off,Off-grid,Diesel,2022,,False,"Cocos Keeling Islands - Home Island Generation, WA, Australia",,,,,
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,9609.0,2669.0,2150.0,0.0,2150,0.81,Off,Off-grid,Diesel,2022,,False,"Cocos Keeling Islands - West Island Generation, WA, Australia",,,,,
WEL 1 PTY LTD,Clermont Solar Farm,F,QLD,536681.0,149078.0,325.0,3080.0,3405,0.0,On,NEM,Solar,2022,,False,"Clermont Solar Farm, QLD, Australia",,,,,
WEL 1 PTY LTD,Wemen Solar Farm,F,VIC,377141.0,104761.0,65.0,1679.0,1744,0.0,On,NEM,Solar,2022,,False,"Wemen Solar Farm, VIC, Australia",,,,,
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,119111.0,33086.0,0.0,51.0,51,0.0,On,NEM,Solar,2022,,False,"White Rock Solar Farm Pty Ltd, NSW, Australia",,,,,
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,1559506.0,433196.0,64.0,189.0,253,0.0,On,NEM,Wind,2022,,False,"Wild Cattle Hill Wind Farm, TAS, Australia",,,,,
WINTON HOLDINGS CO PTY. LTD.,Winton Solar Farm,F,VIC,563484.0,156523.0,31.0,0.0,31,0.0,On,NEM,Solar,2022,,False,"Winton Solar Farm, VIC, Australia",,,,,
WIRTGEN ENERGY GLENROWAN PTY. LTD,Glenrowan West Solar Farm,F,VIC,744045.0,206679.0,234.0,609.0,843,0.0,On,NEM,Solar,2022,,False,"Glenrowan West Solar Farm, VIC, Australia",,,,,
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,95779.0,26605.0,18073.0,0.0,18073,0.68,Off,Off-grid,Gas,2022,,False,"YPF UTILITIES PRODUCTION AND SUPPLY, WA, Australia",,,,,
YATPOOL SOLAR FARM HOLDCO PTY LTD,YATPOOL SOLAR FARM,F,VIC,497375.0,138160.0,0.0,392.0,392,0.0,On,NEM,Solar,2022,,False,"YATPOOL SOLAR FARM, VIC, Australia",,,,,
Acciona Energy Oceania Pty. Ltd.,Cathedral Rocks Wind Farm,F,SA,632284.0,175634.0,39.0,213.0,252,0.0,On,NEM,Wind,2019,,False,"Cathedral Rocks Wind Farm, SA, Australia",-34.8650514,135.5967417,ChIJxUQr6dNSqmoRoCd9mT-Z1-Y,"Sleaford SA 5607, Australia",OK
Acciona Energy Oceania Pty. Ltd.,Gunning Wind Farm,F,NSW,592807.0,164669.0,44.0,195.0,239,0.0,On,NEM,Wind,2019,,False,"Gunning Wind Farm, NSW, Australia",-34.6905625,149.4270092,ChIJQWYzdN7cFmsRGdZ3LbCG8xU,"Gunning NSW 2581, Australia",OK
Acciona Energy Oceania Pty. Ltd.,Mt Gellibrand Wind Farm,F,VIC,844669.0,234630.0,36.0,864.0,900,0.0,On,NEM,Wind,2019,,False,"Mt Gellibrand Wind Farm, VIC, Australia",-38.2579656,143.7995697,ChIJtVGxGFyf02oR1E9wzP1YXS0,"450 Mooleric Rd, Birregurra VIC 3242, Australia",OK
Acciona Energy Oceania Pty. Ltd.,Waubra Wind Farm,F,VIC,2261159.0,628100.0,92.0,901.0,993,0.0,On,NEM,Wind,2019,,False,"Waubra Wind Farm, VIC, Australia",-37.394638799999996,143.6386011,ChIJjRMVspBs0WoRncGnVM7olVA,"275 Harrisons Rd, Waubra VIC 3352, Australia",OK
AGL Energy Limited,Banimboola Hydro,F,VIC,153268.0,42574.0,15.0,6.0,21,0.0,On,NEM,Hydro,2019,,False,"Banimboola Hydro, VIC, Australia",,,,,
AGL Energy Limited,Bayswater Power Station,F,NSW,57455186.0,15959774.0,14071088.0,44325.0,14115413,0.88,On,NEM,Black Coal,2019,,False,"Bayswater Power Station, NSW, Australia",,,,,
AGL Energy Limited,Bogong Power Station,F,VIC,285290.0,79247.0,79.0,860.0,939,0.0,On,NEM,Hydro,2019,,False,"Bogong Power Station, VIC, Australia",,,,,
AGL Energy Limited,Broken Hill Solar Plant,F,NSW,445268.0,123686.0,81.0,344.0,425,0.0,On,NEM,Solar,2019,,False,"Broken Hill Solar Plant, NSW, Australia",,,,,
AGL Energy Limited,Burrendong Hydro,F,NSW,22225.0,6174.0,1.0,53.0,54,0.0,On,NEM,Hydro,2019,,False,"Burrendong Hydro, NSW, Australia",,,,,
AGL Energy Limited,Clover Hydro,F,VIC,126367.0,35102.0,3.0,295.0,298,0.0,On,NEM,Hydro,2019,,False,"Clover Hydro, VIC, Australia",,,,,
AGL Energy Limited,Coopers Cogeneration,F,SA,51189.0,14219.0,10409.0,40.0,10449,0.73,On,NEM,Gas,2019,,False,"Coopers Cogeneration, SA, Australia",,,,,
AGL Energy Limited,Copeton Hydro,F,NSW,135016.0,37504.0,1.0,27.0,28,0.0,On,NEM,Hydro,2019,,False,"Copeton Hydro, NSW, Australia",,,,,
AGL Energy Limited,Dartmouth Hydro,F,VIC,1799330.0,499814.0,2.0,177.0,179,0.0,On,NEM,Hydro,2019,,False,"Dartmouth Hydro, VIC, Australia",,,,,
AGL Energy Limited,Eildon Hydro,F,VIC,647219.0,179783.0,0.0,1463.0,1463,0.0,On,NEM,Hydro,2019,,False,"Eildon Hydro, VIC, Australia",,,,,
AGL Energy Limited,Glenbawn Hydro,F,NSW,7601.0,2111.0,0.0,10.0,10,0.0,On,NEM,Hydro,2019,,False,"Glenbawn Hydro, NSW, Australia",,,,,
AGL Energy Limited,Glenorchy Landfill Generation,F,TAS,6546.0,1818.0,105.0,0.0,105,0.06,On,NEM,Landfill Gas,2019,,False,"Glenorchy Landfill Generation, TAS, Australia",,,,,
AGL Energy Limited,Hallett (Stage 1) Wind Farm,F,SA,1160489.0,322358.0,98.0,205.0,303,0.0,On,NEM,Wind,2019,,False,"Hallett (Stage 1) Wind Farm, SA, Australia",,,,,
AGL Energy Limited,Hallett (Stage 2) Wind Farm,F,SA,942452.0,261792.0,75.0,150.0,225,0.0,On,NEM,Wind,2019,,False,"Hallett (Stage 2) Wind Farm, SA, Australia",,,,,
AGL Energy Limited,Hallett (Stage 4) Wind Farm,F,SA,1692633.0,470176.0,145.0,350.0,495,0.0,On,NEM,Wind,2019,,False,"Hallett (Stage 4) Wind Farm, SA, Australia",,,,,
AGL Energy Limited,Hallett (Stage 5) Wind Farm,F,SA,567813.0,157726.0,62.0,173.0,235,0.0,On,NEM,Wind,2019,,False,"Hallett (Stage 5) Wind Farm, SA, Australia",,,,,
AGL Energy Limited,Hobart Landfill Generation,F,TAS,4694.0,1304.0,74.0,0.0,74,0.06,On,NEM,Landfill Gas,2019,,False,"Hobart Landfill Generation, TAS, Australia",,,,,
AGL Energy Limited,Hunter Valley Gas Turbines,F,NSW,9061.0,2517.0,2975.0,815.0,3790,1.18,On,NEM,Gas,2019,,False,"Hunter Valley Gas Turbines, NSW, Australia",,,,,
AGL Energy Limited,Kemps Creek Landfill Generation,F,NSW,3707.0,1030.0,54.0,12.0,66,0.05,On,NEM,Landfill Gas,2019,,False,"Kemps Creek Landfill Generation, NSW, Australia",,,,,
AGL Energy Limited,Kincumber Landfill Generation,F,NSW,1407.0,391.0,27.0,5.0,32,0.07,On,NEM,Landfill Gas,2019,,False,"Kincumber Landfill Generation, NSW, Australia",,,,,
AGL Energy Limited,Liddell Power Station,F,NSW,33269876.0,9241632.0,8487697.0,40725.0,8528422,0.92,On,NEM,Black Coal,2019,,False,"Liddell Power Station, NSW, Australia",,,,,
AGL Energy Limited,Loy Yang Power Station and Mine,F,VIC,57454359.0,15959544.0,18544718.0,253801.0,18798519,1.16,On,NEM,Brown Coal,2019,,False,"Loy Yang Power Station and Mine, VIC, Australia",,,,,
AGL Energy Limited,Macarthur Wind Farm,F,VIC,3837422.0,1065951.0,451.0,3025.0,3476,0.0,On,NEM,Wind,2019,,False,"Macarthur Wind Farm, VIC, Australia",,,,,
AGL Energy Limited,McKay Creek Hydro,F,VIC,357324.0,99257.0,0.0,5221.0,5221,0.0,On,NEM,Hydro,2019,,False,"McKay Creek Hydro, VIC, Australia",,,,,
AGL Energy Limited,Moranbah Power Station,F,QLD,31820.0,8839.0,5205.0,0.0,5205,0.59,On,NEM,Coal Seam Methane,2019,,False,"Moranbah Power Station, QLD, Australia",,,,,
AGL Energy Limited,Nyngan Solar Plant,F,NSW,885827.0,246063.0,154.0,759.0,913,0.0,On,NEM,Solar,2019,,False,"Nyngan Solar Plant, NSW, Australia",,,,,
AGL Energy Limited,Oaklands Hill Wind Farm,F,VIC,676822.0,188006.0,79.0,628.0,707,0.0,On,NEM,Wind,2019,,False,"Oaklands Hill Wind Farm, VIC, Australia",,,,,
AGL Energy Limited,Pindari Hydro,F,NSW,3551.0,986.0,0.0,24.0,24,0.0,On,NEM,Hydro,2019,,False,"Pindari Hydro, NSW, Australia",,,,,
AGL Energy Limited,Rockingham Landfill Generation,F,WA,14213.0,3948.0,184.0,2.0,186,0.05,On,SWIS,Landfill Gas,2019,,False,"Rockingham Landfill Generation, WA, Australia",,,,,
AGL Energy Limited,Rubicon Hydro Scheme,F,VIC,96135.0,26704.0,0.0,268.0,268,0.0,On,NEM,Hydro,2019,,False,"Rubicon Hydro Scheme, VIC, Australia",,,,,
AGL Energy Limited,Silverton Wind Farm,F,NSW,949891.0,263858.0,740.0,184.0,924,0.0,On,NEM,Wind,2019,,False,"Silverton Wind Farm, NSW, Australia",,,,,
AGL Energy Limited,Somerton Power Station,F,VIC,370484.0,102912.0,74476.0,1959.0,76435,0.72,On,NEM,Gas,2019,,False,"Somerton Power Station, VIC, Australia",,,,,
AGL Energy Limited,Torrens Island Power Station,F,SA,9383475.0,2606521.0,1487022.0,15243.0,1502265,0.57,On,NEM,Gas,2019,,False,"Torrens Island Power Station, SA, Australia",,,,,
AGL Energy Limited,Wattle Point Wind Farm,F,SA,973725.0,270479.0,52.0,157.0,209,0.0,On,NEM,Wind,2019,,False,"Wattle Point Wind Farm, SA, Australia",,,,,
AGL Energy Limited,Werribee Biogas Generator,F,VIC,47512.0,13198.0,640.0,262.0,902,0.05,On,NEM,Sludge Biogas,2019,,False,"Werribee Biogas Generator, VIC, Australia",,,,,
AGL Energy Limited,West Kiewa Hydro,F,VIC,510310.0,141753.0,0.0,1173.0,1173,0.0,On,NEM,Hydro,2019,,False,"West Kiewa Hydro, VIC, Australia",,,,,
AGL Energy Limited,Wilpena Pound Solar Generation,F,SA,2502.0,695.0,683.0,0.0,683,0.98,Off,Off-grid,Solar,2019,,False,"Wilpena Pound Solar Generation, SA, Australia",,,,,
AGL Energy Limited,Woy Woy Landfill Generation,F,NSW,6016.0,1671.0,93.0,0.0,93,0.06,On,NEM,Landfill Gas,2019,,False,"Woy Woy Landfill Generation, NSW, Australia",,,,,
AGL Energy Limited,Yarrawonga Hydro,F,VIC,94596.0,26277.0,0.0,39.0,39,0.0,On,NEM,Hydro,2019,,False,"Yarrawonga Hydro, VIC, Australia",,,,,
Alcoa Australian Holdings Pty Ltd,Alinta Pinjarra Generation Facility,F,WA,7645593.0,2123776.0,1416332.0,214.0,1416546,0.67,On,SWIS,Gas,2019,,False,"Alinta Pinjarra Generation Facility, WA, Australia",,,,,
APT Pipelines Limited,Badgingarra Wind Farm,F,WA,829490.0,230414.0,96.0,236.0,332,0.0,On,SWIS,Wind,2019,,False,"Badgingarra Wind Farm, WA, Australia",,,,,
APT Pipelines Limited,Daandine Power Station,F,QLD,598740.0,166317.0,85980.0,416.0,86396,0.52,On,NEM,Coal Seam Methane,2019,,False,"Daandine Power Station, QLD, Australia",,,,,
APT Pipelines Limited,Darling Downs Solar Farm Pty Ltd,F,QLD,553117.0,153644.0,251.0,76.0,327,0.0,On,NEM,Solar,2019,,False,"Darling Downs Solar Farm Pty Ltd, QLD, Australia",,,,,
APT Pipelines Limited,Diamantina Power Station,F,QLD,6070307.0,1686196.0,695857.0,86.0,695943,0.41,On,Mt Isa,Gas,2019,,False,"Diamantina Power Station, QLD, Australia",,,,,
APT Pipelines Limited,Emu Downs Solar Farm,F,WA,149347.0,41485.0,27.0,51.0,78,0.0,On,SWIS,Solar,2019,,False,"Emu Downs Solar Farm, WA, Australia",,,,,
APT Pipelines Limited,Emu Downs Wind Farm,F,WA,837691.0,232692.0,257.0,205.0,462,0.0,On,SWIS,Wind,2019,,False,"Emu Downs Wind Farm, WA, Australia",,,,,
Arrow Energy Holdings Pty Ltd,Braemar 2 Power Station,F,QLD,1629858.0,452738.0,275487.0,4277.0,279764,0.61,On,NEM,Coal Seam Methane,2019,,False,"Braemar 2 Power Station, QLD, Australia",,,,,
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,264568.0,73491.0,59648.0,186.0,59834,0.81,On,NWIS,Gas,2019,,False,"Karratha Power Station, WA, Australia",,,,,
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,2822286.0,783968.0,319975.0,1814.0,321789,0.41,On,NEM,Gas,2019,,False,"Osborne facility, SA, Australia",,,,,
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2118642.0,588512.0,18.0,1148.0,1166,0.0,On,NEM,Wind,2019,,False,"Facility, VIC, Australia",,,,,
Bald Hills WF Holdings Pty Ltd,Bald Hills Wind Farm Pty Ltd,F,VIC,1194048.0,331680.0,84.0,746.0,830,0.0,On,NEM,Wind,2019,,False,"Bald Hills Wind Farm Pty Ltd, VIC, Australia",,,,,
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,71564.0,19879.0,1.0,179.0,180,0.0,On,NEM,Solar,2019,,False,"Gullen Solar Pty Ltd, NSW, Australia",,,,,
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1684985.0,468051.0,93.0,150.0,243,0.0,On,NEM,Wind,2019,,False,"New Gullen Range Wind Farm Pty Ltd, NSW, Australia",,,,,
BHP Billiton Limited,Yarnima Power Station,F,WA,2614535.0,726260.0,307802.0,0.0,307802,0.42,Off,Off-grid,Gas,2019,,False,"Yarnima Power Station, WA, Australia",,,,,
Bluewaters Power 1 Pty Ltd,Bluewaters Power 1,F,WA,5991996.0,1664443.0,1507587.0,2543.0,1510130,0.91,On,SWIS,Black Coal,2019,,False,"Bluewaters Power 1, WA, Australia",,,,,
Bluewaters Power 2 Pty Ltd,Bluewaters Power 2,F,WA,5889305.0,1635918.0,1442624.0,1317.0,1443941,0.88,On,SWIS,Black Coal,2019,,False,"Bluewaters Power 2, WA, Australia",,,,,
BPIH Utilities Holdings Pty Ltd,Enwave Central Park Pty Ltd,F,NSW,12571.0,3492.0,4777.0,0.0,4777,1.37,On,NEM,Gas,2019,,False,"Enwave Central Park Pty Ltd, NSW, Australia",,,,,
BPIH Utilities Holdings Pty Ltd,Enwave Mascot Pty Ltd,F,NSW,102706.0,28529.0,16234.0,1244.0,17478,0.57,On,NEM,Gas,2019,,False,"Enwave Mascot Pty Ltd, NSW, Australia",,,,,
C S Energy Limited,Callide B Power Station,F,QLD,17356352.0,4821209.0,4555001.0,42767.0,4597768,0.94,On,NEM,Black Coal,2019,,False,"Callide B Power Station, QLD, Australia",,,,,
C S Energy Limited,Callide C Power Station,F,QLD,22352040.0,6208900.0,5782739.0,28487.0,5811226,0.93,On,NEM,Black Coal,2019,,False,"Callide C Power Station, QLD, Australia",,,,,
C S Energy Limited,Kogan Creek Power Station,F,QLD,22421876.0,6228299.0,5107271.0,1673.0,5108944,0.82,On,NEM,Black Coal,2019,,False,"Kogan Creek Power Station, QLD, Australia",,,,,
C S Energy Limited,Wivenhoe Power Station,F,QLD,414271.0,115075.0,31.0,161431.0,161462,0.0,On,NEM,Hydro,2019,,False,"Wivenhoe Power Station, QLD, Australia",,,,,
Cape Byron Management Pty Ltd,Broadwater Power Plant,F,NSW,852273.0,236743.0,6433.0,2032.0,8465,0.03,On,NEM,Bagasse,2019,,False,"Broadwater Power Plant, NSW, Australia",,,,,
Cape Byron Management Pty Ltd,Condong Power Plant,F,NSW,788625.0,219063.0,5688.0,749.0,6437,0.03,On,NEM,Bagasse,2019,,False,"Condong Power Plant, NSW, Australia",,,,,
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1914008.0,531669.0,63.0,418.0,481,0.0,On,NEM,Wind,2019,,False,"White Rock Wind Farm Pty Ltd, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Appin CSM Power Station,F,NSW,815398.0,226499.0,157660.0,7.0,157667,0.7,On,NEM,Waste Coal Mine Gas,2019,,False,"Appin CSM Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Ardyaloon Facility,F,WA,6603.0,1834.0,1291.0,0.0,1291,0.7,Off,Off-grid,Diesel,2019,,False,"Ardyaloon Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Beagle Bay Facility,F,WA,6316.0,1754.0,1239.0,0.0,1239,0.71,Off,Off-grid,Diesel,2019,,False,"Beagle Bay Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Belrose LFG Power Station,F,NSW,10558.0,2933.0,163.0,0.0,163,0.06,On,NEM,Landfill Gas,2019,,False,"Belrose LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Berwick LFG Power Station,F,VIC,39320.0,10922.0,551.0,234.0,785,0.05,On,NEM,Landfill Gas,2019,,False,"Berwick LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Bidyadanga Facility,F,WA,10937.0,3038.0,2196.0,0.0,2196,0.72,Off,Off-grid,Diesel,2019,,False,"Bidyadanga Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Broadmeadows LFG Power Station,F,VIC,47372.0,13159.0,659.0,121.0,780,0.05,On,NEM,Landfill Gas,2019,,False,"Broadmeadows LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Brooklyn LFG Power Station,F,VIC,35959.0,9989.0,559.0,3.0,562,0.06,On,NEM,Landfill Gas,2019,,False,"Brooklyn LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Broome LNG Power Station,F,WA,488274.0,135631.0,76019.0,36.0,76055,0.56,Off,Off-grid,Gas,2019,,False,"Broome LNG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Browns Plains LFG Power Station,F,QLD,52792.0,14664.0,849.0,3.0,852,0.06,On,NEM,Landfill Gas,2019,,False,"Browns Plains LFG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Clayton LFG Power Station,F,VIC,321110.0,89197.0,4354.0,360.0,4714,0.05,On,NEM,Landfill Gas,2019,,False,"Clayton LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Coober Pedy Facility,F,SA,60368.0,16769.0,1846.0,0.0,1846,0.11,Off,Off-grid,Wind,2019,,False,"Coober Pedy Facility, SA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Corio LFG Power Station,F,VIC,26917.0,7477.0,381.0,12.0,393,0.05,On,NEM,Landfill Gas,2019,,False,"Corio LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Cullerin Range Wind Farm,F,NSW,378098.0,105027.0,21.0,85.0,106,0.0,On,NEM,Wind,2019,,False,"Cullerin Range Wind Farm, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Derby LNG Power Station,F,WA,123198.0,34222.0,20497.0,0.0,20497,0.6,Off,Off-grid,Gas,2019,,False,"Derby LNG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Djarindjin Facility,F,WA,6566.0,1824.0,1282.0,0.0,1282,0.7,Off,Off-grid,Diesel,2019,,False,"Djarindjin Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Eastern Creek LFG Power Station,F,NSW,24398.0,6777.0,365.0,5.0,370,0.05,On,NEM,Landfill Gas,2019,,False,"Eastern Creek LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Fitzroy Crossing LNG Power Station,F,WA,56409.0,15669.0,10069.0,0.0,10069,0.64,Off,Off-grid,Gas,2019,,False,"Fitzroy Crossing LNG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Gascoyne Facility,F,WA,2671.0,742.0,591.0,0.0,591,0.8,Off,Off-grid,Diesel,2019,,False,"Gascoyne Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,German Creek CMM Power Station,F,QLD,1136412.0,315670.0,166706.0,19.0,166725,0.53,On,NEM,Waste Coal Mine Gas,2019,,False,"German Creek CMM Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Glennies Creek WCMG Power Station,F,NSW,272987.0,75830.0,39306.0,5.0,39311,0.52,On,NEM,Waste Coal Mine Gas,2019,,False,"Glennies Creek WCMG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Grange Avenue LFG Power Station,F,NSW,16910.0,4697.0,259.0,8.0,267,0.06,On,NEM,Landfill Gas,2019,,False,"Grange Avenue LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Grosvenor 1 WCMG Power Station,F,QLD,539603.0,149890.0,83606.0,11.0,83617,0.56,On,NEM,Waste Coal Mine Gas,2019,,False,"Grosvenor 1 WCMG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Grosvenor 2 WCMG Power Station,F,QLD,416344.0,115651.0,65352.0,9.0,65361,0.57,On,NEM,Waste Coal Mine Gas,2019,,False,"Grosvenor 2 WCMG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Halls Creek LNG Power Station,F,WA,44315.0,12310.0,8201.0,0.0,8201,0.67,Off,Off-grid,Gas,2019,,False,"Halls Creek LNG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Jack's Gully LFG Power Station,F,NSW,39524.0,10979.0,638.0,2.0,640,0.06,On,NEM,Landfill Gas,2019,,False,"Jack's Gully LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Kalamunda Power Station,F,WA,25.0,7.0,4.0,3.0,7,0.57,On,SWIS,Diesel,2019,,False,"Kalamunda Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Laverton Facility,F,WA,14188.0,3941.0,2748.0,0.0,2748,0.7,Off,Off-grid,Diesel,2019,,False,"Laverton Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Leonora Facility,F,WA,30659.0,8516.0,6247.0,0.0,6247,0.73,Off,Off-grid,Gas,2019,,False,"Leonora Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Looma NGD power Station,F,WA,8887.0,2469.0,2053.0,0.0,2053,0.83,Off,Off-grid,Diesel,2019,,False,"Looma NGD power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Lucas Heights 1 LFG Power Station,F,NSW,51529.0,14313.0,836.0,4.0,840,0.06,On,NEM,Landfill Gas,2019,,False,"Lucas Heights 1 LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Lucas Heights 2 LFG Power Station,F,NSW,376337.0,104538.0,6008.0,1.0,6009,0.06,On,NEM,Landfill Gas,2019,,False,"Lucas Heights 2 LFG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,McArthur River Power Station,F,NT,1065042.0,295845.0,139771.0,0.0,139771,0.47,Off,Off-grid,Gas,2019,,False,"McArthur River Power Station, NT, Australia",,,,,
CK William Australia Holdings Pty Ltd,Menzies Facility,F,WA,2591.0,720.0,562.0,0.0,562,0.78,Off,Off-grid,Diesel,2019,,False,"Menzies Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Moranbah North CMM Power Station,F,QLD,1575597.0,437666.0,245994.0,4.0,245998,0.56,On,NEM,Waste Coal Mine Gas,2019,,False,"Moranbah North CMM Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Mugga Lane LFG Power Station,F,ACT,104783.0,29106.0,1681.0,1.0,1682,0.06,On,NEM,Landfill Gas,2019,,False,"Mugga Lane LFG Power Station, ACT, Australia",,,,,
CK William Australia Holdings Pty Ltd,Oaky Creek II WCMG Power Station,F,QLD,393455.0,109293.0,55785.0,24.0,55809,0.51,On,NEM,Waste Coal Mine Gas,2019,,False,"Oaky Creek II WCMG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Oaky Creek WCMG Power Station,F,QLD,478980.0,133050.0,68111.0,17.0,68128,0.51,On,NEM,Waste Coal Mine Gas,2019,,False,"Oaky Creek WCMG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Pine Creek A Power Station,F,NT,522590.0,145164.0,85034.0,0.0,85034,0.59,On,DKIS,Gas,2019,,False,"Pine Creek A Power Station, NT, Australia",,,,,
CK William Australia Holdings Pty Ltd,Red Hill LFG Power Station,F,WA,93668.0,26019.0,1270.0,0.0,1270,0.05,On,SWIS,Landfill Gas,2019,,False,"Red Hill LFG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Roghan Road LFG Power Station,F,QLD,1058.0,294.0,21.0,24.0,45,0.07,On,NEM,Landfill Gas,2019,,False,"Roghan Road LFG Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,Springvale LFG Power Station,F,VIC,45234.0,12565.0,630.0,7.0,637,0.05,On,NEM,Landfill Gas,2019,,False,"Springvale LFG Power Station, VIC, Australia",,,,,
CK William Australia Holdings Pty Ltd,Tahmoor WCMG Power Station,F,NSW,167358.0,46488.0,26059.0,5.0,26064,0.56,On,NEM,Waste Coal Mine Gas,2019,,False,"Tahmoor WCMG Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Tamala Park LFG Power Station,F,WA,133649.0,37125.0,1814.0,0.0,1814,0.05,On,SWIS,Landfill Gas,2019,,False,"Tamala Park LFG Power Station, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Tower CSM Power Station,F,NSW,380832.0,105786.0,70181.0,103.0,70284,0.66,On,NEM,Waste Coal Mine Gas,2019,,False,"Tower CSM Power Station, NSW, Australia",,,,,
CK William Australia Holdings Pty Ltd,Warmun Facility,F,WA,10273.0,2853.0,2109.0,0.0,2109,0.74,Off,Off-grid,Diesel,2019,,False,"Warmun Facility, WA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Weipa Solar Power Station,F,QLD,9167.0,2547.0,0.0,11.0,11,0.0,Off,Off-grid,Solar,2019,,False,"Weipa Solar Power Station, QLD, Australia",,,,,
CK William Australia Holdings Pty Ltd,West Belconnen LFG Power Station,F,ACT,6230.0,1730.0,118.0,19.0,137,0.07,On,NEM,Landfill Gas,2019,,False,"West Belconnen LFG Power Station, ACT, Australia",,,,,
CK William Australia Holdings Pty Ltd,Wingfield 1 LFG Power Station,F,SA,55487.0,15413.0,755.0,0.0,755,0.05,On,NEM,Landfill Gas,2019,,False,"Wingfield 1 LFG Power Station, SA, Australia",,,,,
CK William Australia Holdings Pty Ltd,Wingfield 2 LFG Power Station,F,SA,44492.0,12359.0,606.0,1.0,607,0.05,On,NEM,Landfill Gas,2019,,False,"Wingfield 2 LFG Power Station, SA, Australia",,,,,
