reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,year,controlling_corporation,is_summary,geo_query,latitude,longitude,place_id,formatted_address,geocode_status
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Rockingham Landfill,F,WA,41162.0,11434.0,1384.0,0.0,1384,0.12,On,SWIS,Landfill Gas,2021,,False,"Rockingham Landfill, WA, Australia",,,,,
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Werribee Biogas,F,VIC,134276.0,37299.0,2343.0,0.0,2343,0.06,On,NEM,Sludge Biogas,2021,,False,"Werribee Biogas, VIC, Australia",,,,,
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Woy Woy Landfill,F,NSW,17630.0,4897.0,318.0,0.0,318,0.06,On,NEM,Landfill Gas,2021,,False,"Woy Woy Landfill, NSW, Australia",,,,,
THE TRUSTEE FOR GRSF TRUST,Greenough River Solar Farm,F,WA,300610.0,83503.0,132.0,192.0,324,0.0,On,SWIS,Solar,2021,,False,"Greenough River Solar Farm, WA, Australia",,,,,
THE UNIVERSITY OF QUEENSLAND,Warwick Solar Farm,F,QLD,73434.0,20398.0,45.0,360.0,405,0.0,On,NEM,Solar,2021,,False,"Warwick Solar Farm, QLD, Australia",,,,,
TINSEL BIDCO PTY LTD,Snowtown South Wind Farm Pty Ltd,F,SA,1486380.0,412883.0,65.0,100.0,165,0.0,On,NEM,Wind,2021,,False,"Snowtown South Wind Farm Pty Ltd, SA, Australia",,,,,
TINSEL BIDCO PTY LTD,Snowtown Wind Farm Stage 2 Pty Ltd,F,SA,1527040.0,424178.0,76.0,143.0,219,0.0,On,NEM,Wind,2021,,False,"Snowtown Wind Farm Stage 2 Pty Ltd, SA, Australia",,,,,
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,1007789.0,279941.0,156822.0,0.0,156822,0.56,On,SWIS,Gas,2021,,False,"Kalgoorlie Power Station, WA, Australia",,,,,
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,1023214.0,284226.0,155829.0,0.0,155829,0.55,On,SWIS,Gas,2021,,False,"Kambalda Power Station, WA, Australia",,,,,
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,978763.0,271879.0,151147.0,0.0,151147,0.56,Off,Off-grid,Gas,2021,,False,"Leinster Power Station, WA, Australia",,,,,
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1132293.0,314526.0,189293.0,0.0,189293,0.6,Off,Off-grid,Gas,2021,,False,"Mt Keith Power Station, WA, Australia",,,,,
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,1519579.0,422105.0,220840.0,0.0,220840,0.52,On,NWIS,Gas,2021,,False,"South Hedland Power Station, WA, Australia",,,,,
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend Solar farm,F,SA,621994.0,172776.0,78.0,740.0,818,0.0,On,NEM,Solar,2021,,False,"Tailem Bend Solar farm, SA, Australia",,,,,
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9112.0,2531.0,1815.0,0.0,1815,0.72,Off,Off-grid,Diesel,2021,,False,"Cocos Keeling Islands - Home Island Generation, WA, Australia",,,,,
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,9282.0,2578.0,2054.0,0.0,2054,0.8,Off,Off-grid,Diesel,2021,,False,"Cocos Keeling Islands - West Island Generation, WA, Australia",,,,,
WEL 1 PTY LTD,Clermont Solar Farm,F,QLD,639105.0,177529.0,46.0,3424.0,3470,0.0,On,NEM,Solar,2021,,False,"Clermont Solar Farm, QLD, Australia",,,,,
WEL 1 PTY LTD,Wemen Solar Farm,F,VIC,666176.0,185049.0,39.0,1778.0,1817,0.0,On,NEM,Solar,2021,,False,"Wemen Solar Farm, VIC, Australia",,,,,
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,135137.0,37538.0,0.0,51.0,51,0.0,On,NEM,Solar,2021,,False,"White Rock Solar Farm Pty Ltd, NSW, Australia",,,,,
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,1562847.0,434124.0,64.0,175.0,239,0.0,On,NEM,Wind,2021,,False,"Wild Cattle Hill Wind Farm, TAS, Australia",,,,,
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,115658.0,32127.0,24350.0,0.0,24350,0.76,Off,Off-grid,Gas,2021,,False,"YPF UTILITIES PRODUCTION AND SUPPLY, WA, Australia",,,,,
YATPOOL SOLAR FARM HOLDCO PTY LTD,YATPOOL SOLAR FARM,F,VIC,180910.0,50253.0,0.0,610.0,610,0.0,On,NEM,Solar,2021,,False,"YATPOOL SOLAR FARM, VIC, Australia",,,,,
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,F,SA,495330.0,137592.0,72.0,103.0,175,0.0,On,NEM,Wind,2023,,False,"Cathedral Rocks Wind Farm, SA, Australia",-34.8650514,135.5967417,ChIJxUQr6dNSqmoRoCd9mT-Z1-Y,"Sleaford SA 5607, Australia",OK
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,503254.0,139793.0,55.0,336.0,391,0.0,On,NEM,Wind,2023,,False,"Gunning Wind Farm, NSW, Australia",-34.6905625,149.4270092,ChIJQWYzdN7cFmsRGdZ3LbCG8xU,"Gunning NSW 2581, Australia",OK
ACCIONA ENERGY OCEANIA PTY LTD,Mortlake South Wind Farm,F,VIC,369542.0,102651.0,73.0,634.0,707,0.0,On,NEM,Wind,2023,,False,"Mortlake South Wind Farm, VIC, Australia",,,,,
ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,F,VIC,1003102.0,278639.0,92.0,872.0,964,0.0,On,NEM,Wind,2023,,False,"Mt Gellibrand Wind Farm, VIC, Australia",-38.2579656,143.7995697,ChIJtVGxGFyf02oR1E9wzP1YXS0,"450 Mooleric Rd, Birregurra VIC 3242, Australia",OK
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2088926.0,580257.0,146.0,993.0,1139,0.0,On,NEM,Wind,2023,,False,"Waubra Wind Farm, VIC, Australia",-37.394638799999996,143.6386011,ChIJjRMVspBs0WoRncGnVM7olVA,"275 Harrisons Rd, Waubra VIC 3352, Australia",OK
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Adani Rugby Run Solar Farm,F,QLD,584026.0,162229.0,0.0,505.0,505,0.0,On,NEM,Solar,2023,,False,"Adani Rugby Run Solar Farm, QLD, Australia",-22.575197,144.0847926,ChIJ_dxieiTf1GsRmb4SdiLQ8vU,"Queensland, Australia",OK
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,106971.0,29714.0,0.0,7.0,7,0.0,On,NEM,Hydro,2023,,False,"Banimboola Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Barker Inlet Power Station,F,SA,1057923.0,293867.0,173299.0,2011.0,175310,0.59,On,NEM,Gas,2023,,False,"Barker Inlet Power Station, SA, Australia",,,,,
AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,50733338.0,14092594.0,12569420.0,28937.0,12598357,0.89,On,NEM,Black Coal,2023,,False,"Bayswater Power Station, NSW, Australia",,,,,
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,394506.0,109585.0,82.0,636.0,718,0.0,On,NEM,Hydro,2023,,False,"Bogong Power Station, VIC, Australia",,,,,
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,374389.0,103997.0,82.0,316.0,398,0.0,On,NEM,Solar,2023,,False,"Broken Hill Solar Plant, NSW, Australia",,,,,
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,16645.0,4624.0,1.0,30.0,31,0.0,On,NEM,Hydro,2023,,False,"Burrendong Hydro, NSW, Australia",,,,,
AGL ENERGY LIMITED,Clover Hydro,F,VIC,202806.0,56335.0,2.0,162.0,164,0.0,On,NEM,Hydro,2023,,False,"Clover Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Coopers Gap Wind Farm,F,QLD,5130600.0,1425167.0,160.0,1185.0,1345,0.0,On,NEM,Wind,2023,,False,"Coopers Gap Wind Farm, QLD, Australia",,,,,
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,166589.0,46275.0,1.0,46.0,47,0.0,On,NEM,Hydro,2023,,False,"Copeton Hydro, NSW, Australia",,,,,
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,1024011.0,284447.0,0.0,319.0,319,0.0,On,NEM,Hydro,2023,,False,"Dartmouth Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,1047673.0,291020.0,2.0,37.0,39,0.0,On,NEM,Hydro,2023,,False,"Eildon Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,0.0,0.0,0.0,9.0,9,0.0,On,NEM,Hydro,2023,,False,"Glenbawn Hydro, NSW, Australia",,,,,
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1026839.0,285233.0,97.0,158.0,255,0.0,On,NEM,Wind,2023,,False,"Hallett (Stage 1) Wind Farm, SA, Australia",,,,,
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,782456.0,217349.0,66.0,105.0,171,0.0,On,NEM,Wind,2023,,False,"Hallett (Stage 2) Wind Farm, SA, Australia",,,,,
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1534240.0,426178.0,141.0,232.0,373,0.0,On,NEM,Wind,2023,,False,"Hallett (Stage 4) Wind Farm, SA, Australia",,,,,
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,504173.0,140048.0,53.0,111.0,164,0.0,On,NEM,Wind,2023,,False,"Hallett (Stage 5) Wind Farm, SA, Australia",,,,,
AGL ENERGY LIMITED,Kwinana Swift Power Station,F,WA,383910.0,106642.0,62098.0,129.0,62227,0.58,On,SWIS,Gas,2023,,False,"Kwinana Swift Power Station, WA, Australia",,,,,
AGL ENERGY LIMITED,Liddell Power Station,F,NSW,19899020.0,5527506.0,5239346.0,26357.0,5265703,0.95,On,NEM,Black Coal,2023,,False,"Liddell Power Station, NSW, Australia",,,,,
AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,50146280.0,13929522.0,16170571.0,189860.0,16360431,1.16,On,NEM,Brown Coal,2023,,False,"Loy Yang Power Station and Mine, VIC, Australia",,,,,
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,2420034.0,672232.0,9566.0,2444.0,12010,0.01,On,NEM,Wind,2023,,False,"Macarthur Wind Farm, VIC, Australia",,,,,
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,473634.0,131565.0,0.0,1230.0,1230,0.0,On,NEM,Hydro,2023,,False,"McKay Creek Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,785688.0,218247.0,156.0,620.0,776,0.0,On,NEM,Solar,2023,,False,"Nyngan Solar Plant, NSW, Australia",,,,,
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,627901.0,174417.0,68.0,366.0,434,0.0,On,NEM,Wind,2023,,False,"Oaklands Hill Wind Farm, VIC, Australia",,,,,
AGL ENERGY LIMITED,Pindari Hydro,F,NSW,55541.0,15428.0,0.0,17.0,17,0.0,On,NEM,Hydro,2023,,False,"Pindari Hydro, NSW, Australia",,,,,
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,8.0,2.0,0.0,30.0,30,0.0,On,NEM,Hydro,2023,,False,"Rubicon Hydro Scheme, VIC, Australia",,,,,
AGL ENERGY LIMITED,Silverton Wind Farm,F,NSW,2466717.0,685199.0,89.0,786.0,875,0.0,On,NEM,Wind,2023,,False,"Silverton Wind Farm, NSW, Australia",,,,,
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,290492.0,80692.0,59598.0,1429.0,61027,0.74,On,NEM,Gas,2023,,False,"Somerton Power Station, VIC, Australia",,,,,
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,2760172.0,766715.0,441439.0,6196.0,447635,0.58,On,NEM,Gas,2023,,False,"Torrens Island Power Station, SA, Australia",,,,,
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,865030.0,240286.0,127.0,106.0,233,0.0,On,NEM,Wind,2023,,False,"Wattle Point Wind Farm, SA, Australia",,,,,
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,1151224.0,319785.0,0.0,302.0,302,0.0,On,NEM,Hydro,2023,,False,"West Kiewa Hydro, VIC, Australia",,,,,
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,106073.0,29465.0,2.0,44.0,46,0.0,On,NEM,Hydro,2023,,False,"Yarrawonga Hydro, VIC, Australia",,,,,
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,5892286.0,1636746.0,1299678.0,268.0,1299946,0.79,On,SWIS,Gas,2023,,False,"Alinta Pinjarra Generation Facility, WA, Australia",,,,,
AMP AUSTRALIA HOLDINGS PTY LTD,Hillston Sun Farm,F,NSW,743457.0,206516.0,22.0,962.0,984,0.0,On,NEM,Solar,2023,,False,"Hillston Sun Farm, NSW, Australia",,,,,
AMP ENERGY AUSTRALIA 1-1 PTY LTD,Molong Solar Farm,F,NSW,133087.0,36969.0,20.0,397.0,417,0.0,On,NEM,Solar,2023,,False,"Molong Solar Farm, NSW, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Badgingarra Solar Farm,F,WA,155133.0,43092.0,2.0,28.0,30,0.0,On,SWIS,Solar,2023,,False,"Badgingarra Solar Farm, WA, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Badgingarra Wind Farm,F,WA,1600937.0,444705.0,35.0,160.0,195,0.0,On,SWIS,Wind,2023,,False,"Badgingarra Wind Farm, WA, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Darling Downs Solar Farm,F,QLD,717295.0,199249.0,62.0,628.0,690,0.0,On,NEM,Wind,2023,,False,"Darling Downs Solar Farm, QLD, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Diamantina Power Station,F,QLD,6775886.0,1882190.0,780863.0,94.0,780957,0.41,On,Mt Isa,Gas,2023,,False,"Diamantina Power Station, QLD, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Dugald River Solar Farm,F,QLD,42301.0,11750.0,0.0,0.0,0,0.0,On,Mt Isa,Solar,2023,,False,"Dugald River Solar Farm, QLD, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Emu Downs Solar Farm,F,WA,158660.0,44072.0,5.0,113.0,118,0.0,On,SWIS,Solar,2023,,False,"Emu Downs Solar Farm, WA, Australia",,,,,
APA INFRASTRUCTURE LIMITED,Emu Downs Wind Farm,F,WA,861316.0,239254.0,61.0,118.0,179,0.0,On,SWIS,Wind,2023,,False,"Emu Downs Wind Farm, WA, Australia",,,,,
ARET PLATFORM PTY LIMITED,Willogoleche Wind Farm,F,SA,1268619.0,352394.0,63.0,155.0,218,0.0,On,NEM,Wind,2023,,False,"Willogoleche Wind Farm, SA, Australia",,,,,
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,2163259.0,600905.0,348883.0,3819.0,352702,0.58,On,NEM,Coal Seam Methane,2023,,False,"Braemar 2 Power Station, QLD, Australia",,,,,
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,367529.0,102091.0,76416.0,139.0,76555,0.75,On,NWIS,Gas,2023,,False,"Karratha Power Station, WA, Australia",,,,,
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,1586297.0,440638.0,182619.0,2400.0,185019,0.41,On,NEM,Gas,2023,,False,"Osborne facility, SA, Australia",,,,,
ATMOS QUEENSLAND SOLAR PTY LTD,Childers Solar Farm,F,QLD,382513.0,106254.0,18.0,285.0,303,0.0,On,NEM,Solar,2023,,False,"Childers Solar Farm, QLD, Australia",,,,,
ATMOS QUEENSLAND SOLAR PTY LTD,Susan River Solar Farm,F,QLD,524196.0,145610.0,24.0,352.0,376,0.0,On,NEM,Solar,2023,,False,"Susan River Solar Farm, QLD, Australia",,,,,
ATMOS TOPCO PTY LTD,Kiata Wind Farm,F,VIC,450908.0,125252.0,42.0,185.0,227,0.0,On,NEM,Wind,2023,,False,"Kiata Wind Farm, VIC, Australia",,,,,
ATMOS TOPCO PTY LTD,Nevertire Solar Farm,F,NSW,870572.0,241826.0,35.0,577.0,612,0.0,On,NEM,Solar,2023,,False,"Nevertire Solar Farm, NSW, Australia",,,,,
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,1575716.0,437699.0,101.0,859.0,960,0.0,On,NEM,Wind,2023,,False,"Facility, VIC, Australia",,,,,
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1241976.0,344993.0,83.0,646.0,729,0.0,On,NEM,Wind,2023,,False,"Bald Hills Wind Farm Pty Ltd, VIC, Australia",,,,,
BANPU AUSTRALIA CO. PTY LTD,Beryl Solar Farm,F,NSW,654482.0,181801.0,36.0,602.0,638,0.0,On,NEM,Solar,2023,,False,"Beryl Solar Farm, NSW, Australia",,,,,
BANPU AUSTRALIA CO. PTY LTD,Manildra Solar Farm,F,NSW,154882.0,43023.0,12.0,159.0,171,0.0,On,NEM,Solar,2023,,False,"Manildra Solar Farm, NSW, Australia",,,,,
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,2097367.0,582602.0,180.0,485.0,665,0.0,On,SWIS,Wind,2023,,False,"Warradarge Wind Farm, WA, Australia",,,,,
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,63739.0,17705.0,3.0,39.0,42,0.0,On,NEM,Solar,2023,,False,"Gullen Solar Pty Ltd, NSW, Australia",,,,,
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1724105.0,478918.0,56.0,350.0,406,0.0,On,NEM,Wind,2023,,False,"New Gullen Range Wind Farm Pty Ltd, NSW, Australia",,,,,
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,1383259.0,384239.0,24.0,1011.0,1035,0.0,On,NEM,Wind,2023,,False,"Newtricity Developments Biala Pty Ltd, NSW, Australia",,,,,
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2815536.0,782093.0,336179.0,0.0,336179,0.43,Off,Off-grid,Gas,2023,,False,"Yarnima Power Station, WA, Australia",,,,,
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,3608412.0,1002337.0,707580.0,6090.0,713670,0.71,On,SWIS,Black Coal,2023,,False,"Bluewaters Power 1, WA, Australia",,,,,
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,4950249.0,1375069.0,964833.0,736.0,965569,0.7,On,SWIS,Black Coal,2023,,False,"Bluewaters Power 2, WA, Australia",,,,,
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15133471.0,4203742.0,4016935.0,14881.0,4031816,0.96,On,NEM,Black Coal,2023,,False,"Callide B Power Station, QLD, Australia",,,,,
C S ENERGY LIMITED,Callide C Power Station,F,QLD,3740418.0,1039005.0,921546.0,12215.0,933761,0.89,On,NEM,Black Coal,2023,,False,"Callide C Power Station, QLD, Australia",,,,,
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,16169615.0,4491560.0,3789148.0,2795.0,3791943,0.84,On,NEM,Black Coal,2023,,False,"Kogan Creek Power Station, QLD, Australia",,,,,
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,551963.0,153323.0,4431.0,1145.0,5576,0.03,On,NEM,Bagasse,2023,,False,"Broadwater Power Plant, NSW, Australia",,,,,
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,438895.0,121915.0,4465.0,3541.0,8006,0.04,On,NEM,Bagasse,2023,,False,"Condong Power Plant, NSW, Australia",,,,,
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1781185.0,494774.0,61.0,410.0,471,0.0,On,NEM,Wind,2023,,False,"White Rock Wind Farm Pty Ltd, NSW, Australia",,,,,
CHERRY TREE HOLD CO PTY LTD,Cherry Tree Wind Farm Pty Ltd,F,VIC,610489.0,169580.0,49.0,301.0,350,0.0,On,NEM,Wind,2023,,False,"Cherry Tree Wind Farm Pty Ltd, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Appin CSM Power Station,F,NSW,820762.0,227989.0,185261.0,8.0,185269,0.81,On,NEM,Waste Coal Mine Gas,2023,,False,"Appin CSM Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,6845.0,1902.0,1390.0,0.0,1390,0.73,Off,Off-grid,Diesel,2023,,False,"Ardyaloon Facility, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,6165.0,1712.0,1257.0,0.0,1257,0.73,Off,Off-grid,Diesel,2023,,False,"Beagle Bay Facility, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Belrose LFG Power Station,F,NSW,0.0,0.0,17.0,0.0,17,0.0,On,NEM,Landfill Gas,2023,,False,"Belrose LFG Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,0.0,0.0,1.0,0.0,1,0.0,On,NEM,Landfill Gas,2023,,False,"Berwick LFG Power Station, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,10942.0,3039.0,2227.0,0.0,2227,0.73,Off,Off-grid,Diesel,2023,,False,"Bidyadanga Facility, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,18213.0,5059.0,396.0,11.0,407,0.08,On,NEM,Landfill Gas,2023,,False,"Broadmeadows LFG Power Station, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,19912.0,5531.0,408.0,4.0,412,0.07,On,NEM,Landfill Gas,2023,,False,"Brooklyn LFG Power Station, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,476013.0,132226.0,75453.0,20.0,75473,0.57,Off,Off-grid,Gas,2023,,False,"Broome LNG Power Station, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,49100.0,13639.0,1039.0,3.0,1042,0.08,On,NEM,Landfill Gas,2023,,False,"Browns Plains LFG Power Station, QLD, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,212855.0,59126.0,3865.0,2.0,3867,0.07,On,NEM,Landfill Gas,2023,,False,"Clayton LFG Power Station, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,54626.0,15174.0,2523.0,0.0,2523,0.17,Off,Off-grid,Wind,2023,,False,"Coober Pedy Facility, SA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,0.0,0.0,6.0,0.0,6,0.0,On,NEM,Landfill Gas,2023,,False,"Corio LFG Power Station, VIC, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,259782.0,72162.0,14.0,190.0,204,0.0,On,NEM,Wind,2023,,False,"Cullerin Range Wind Farm, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,113057.0,31405.0,19128.0,0.0,19128,0.61,Off,Off-grid,Gas,2023,,False,"Derby LNG Power Station, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,6987.0,1941.0,1415.0,0.0,1415,0.73,Off,Off-grid,Diesel,2023,,False,"Djarindjin Facility, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,17928.0,4980.0,358.0,8.0,366,0.07,On,NEM,Landfill Gas,2023,,False,"Eastern Creek LFG Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,46931.0,13036.0,7535.0,0.0,7535,0.58,Off,Off-grid,Gas,2023,,False,"Fitzroy Crossing LNG Power Station, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,509845.0,141624.0,80118.0,60.0,80178,0.57,On,NEM,Waste Coal Mine Gas,2023,,False,"German Creek CMM Power Station, QLD, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,F,NSW,213070.0,59186.0,31132.0,2.0,31134,0.53,On,NEM,Waste Coal Mine Gas,2023,,False,"Glennies Creek WCMG Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,6324.0,1757.0,136.0,18.0,154,0.08,On,NEM,Landfill Gas,2023,,False,"Grange Avenue LFG Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,476738.0,132427.0,73663.0,12.0,73675,0.56,On,NEM,Waste Coal Mine Gas,2023,,False,"Grosvenor 1 WCMG Power Station, QLD, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,337133.0,93648.0,53543.0,7.0,53550,0.57,On,NEM,Waste Coal Mine Gas,2023,,False,"Grosvenor 2 WCMG Power Station, QLD, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,42310.0,11753.0,7494.0,0.0,7494,0.64,Off,Off-grid,Gas,2023,,False,"Halls Creek LNG Power Station, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jabiru Power Station,F,NT,21306.0,5918.0,5207.0,0.0,5207,0.88,Off,Off-grid,Diesel,2023,,False,"Jabiru Power Station, NT, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,29051.0,8070.0,628.0,4.0,632,0.08,On,NEM,Landfill Gas,2023,,False,"Jack's Gully LFG Power Station, NSW, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,F,WA,0.0,0.0,1.0,0.0,1,0.0,On,SWIS,Diesel,2023,,False,"Kalamunda Power Station, WA, Australia",,,,,
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,27597.0,7666.0,6316.0,0.0,6316,0.82,Off,Off-grid,Gas,2023,,False,"Leonora Facility, WA, Australia",,,,,
