state,year,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
NT,2021,3784.0,1.81,1211.0,7.2,70.1,173882.0,33.2,0.2,33.6,33.4,8740.0,7845.0,7799.0,6738.0,5777.0,4203.0,2975.0,1594.0,990.0,678.0,121985.0,6.9,7.3,6.7,6.0,6.6,9.4,9.8,8.5,7.2,8430.0,6.4,6.4,5.5,4.7,3.4,2.4,1.3,0.8,0.6,8848.0,8193.0,7292.0,8038.0,11468.0,11955.0,10422.0,8608.0,8157.0,7921.0,7107.0,5923.0,4542.0,3319.0,1807.0,935.0,517.0,126166.0,7.3,7.3,7.0,6.2,7.2,8.9,9.2,8.1,6.8,9174.0,6.5,6.3,5.6,4.7,3.6,2.6,1.4,0.7,0.4,9217.0,8847.0,7853.0,9107.0,11196.0,11659.0,10277.0,17348.0,16002.0,15720.0,13845.0,11700.0,8745.0,6294.0,3401.0,1925.0,1195.0,248151.0,7.1,7.3,6.9,6.1,6.9,9.1,9.5,8.3,7.0,17604.0,6.4,6.3,5.6,4.7,3.5,2.5,1.4,0.8,0.5,18065.0,17040.0,15145.0,17145.0,22664.0,23614.0,20699.0,39084.0,,,,,,,,,,,25.4,12.5,62.1,3602.0,34.8,10342.0,11988.0,78.9,30.7,38585.0,37902.0,76487.0,10398.0,6787.0,6488.0,5261.0,4537.0,5114.0,1701.0,19.0,8957.0,,,,11394.0,87.0,18.5,52068.0,22592.0,43.4,8720.0,16.7,6607.0,12.7,4491.0,8.6,9657.0,15186.0,63.0,35.9,38.9,9641.0,34.3,28094.0,,,,,,,11028.0,7281.0,6535.0,5004.0,4090.0,3964.0,28.1,25.9,27.0,61.1,21426.0,14068.0,13023.0,10265.0,8627.0,9078.0,,,,7745.0,14.3,42384.0,78.2,5874.0,13.4,3205.0,21.1,8236.0,18.7,8740.0,19.9,19556.0,44.5,20108.0,45.8,,,,,2551.0,5.8,51646.0,67.5,2039.0,40.2,5076.0,134813449.3,11.0,275.0,58.0
NT,2022,3614.0,1.79,1338.0,7.3,70.0,175269.0,33.4,0.2,33.7,33.5,8947.0,7730.0,7808.0,6660.0,5817.0,4338.0,3014.0,1780.0,1064.0,718.0,123228.0,6.8,7.1,6.8,6.1,6.4,9.5,9.9,8.6,7.3,8373.0,6.3,6.3,5.4,4.7,3.5,2.4,1.4,0.9,0.6,8742.0,8331.0,7463.0,7937.0,11695.0,12171.0,10640.0,8705.0,8011.0,7970.0,6997.0,6054.0,4586.0,3344.0,1982.0,1062.0,543.0,127000.0,7.0,7.2,7.1,6.3,7.1,8.8,9.4,8.3,6.9,8952.0,6.3,6.3,5.5,4.8,3.6,2.6,1.6,0.8,0.4,9145.0,8985.0,8024.0,8978.0,11212.0,11905.0,10545.0,17652.0,15741.0,15778.0,13657.0,11871.0,8924.0,6358.0,3762.0,2126.0,1261.0,250228.0,6.9,7.1,6.9,6.2,6.8,9.2,9.6,8.5,7.1,17325.0,6.3,6.3,5.5,4.7,3.6,2.5,1.5,0.8,0.5,17887.0,17316.0,15487.0,16915.0,22907.0,24076.0,21185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,274.0,59.0
NT,2023,3316.0,1.71,1253.0,7.2,70.2,177342.0,33.6,0.2,33.8,33.7,9092.0,7719.0,7775.0,6696.0,5914.0,4425.0,3140.0,1986.0,1101.0,792.0,124708.0,6.6,6.8,6.8,6.1,6.5,9.5,10.0,8.7,7.3,8292.0,6.2,6.2,5.4,4.7,3.5,2.5,1.6,0.9,0.6,8427.0,8454.0,7611.0,8076.0,11809.0,12522.0,10877.0,9012.0,7766.0,8034.0,6906.0,6139.0,4637.0,3394.0,2132.0,1134.0,609.0,127821.0,6.8,7.1,7.0,6.5,7.0,8.8,9.4,8.4,7.1,8699.0,6.1,6.3,5.4,4.8,3.6,2.7,1.7,0.9,0.5,9049.0,8916.0,8324.0,8992.0,11263.0,12029.0,10786.0,18104.0,15485.0,15809.0,13602.0,12053.0,9062.0,6534.0,4118.0,2235.0,1401.0,253062.0,6.7,6.9,6.9,6.3,6.8,9.1,9.7,8.6,7.2,16991.0,6.1,6.3,5.4,4.8,3.6,2.6,1.6,0.9,0.6,17476.0,17370.0,15935.0,17068.0,23072.0,24551.0,21663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,263.0,55.0
NT,2024,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,243.0,57.0
OT,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,32.4,20.9,48.9,11.0,55.0,20.0,54.0,85.7,42.5,,,,,,,,,,4.0,23.5,17.0,,,,,,6.0,182.0,98.0,53.8,29.0,15.9,22.0,12.1,30.0,16.5,11.0,63.0,17.2,80.4,49.6,42.0,42.4,99.0,,,,,,,,,,,,,,,,47.2,,,,,,,,,,8.0,3.6,158.0,71.5,30.0,17.5,5.0,7.9,16.0,9.4,19.0,11.1,40.0,23.4,95.0,55.6,,,,,30.0,17.5,,,3.0,100.0,3.0,,,,
OT,2019,,,,,65.6,3134.0,42.5,18.7,44.4,43.4,135.0,176.0,170.0,195.0,185.0,145.0,96.0,63.0,42.0,33.0,2240.0,5.8,5.7,5.8,4.7,4.6,4.7,6.2,7.1,6.0,129.0,7.9,7.6,8.7,8.3,6.5,4.3,2.8,1.9,1.5,128.0,130.0,106.0,102.0,106.0,139.0,160.0,142.0,200.0,175.0,202.0,182.0,186.0,111.0,76.0,41.0,29.0,2536.0,4.3,6.7,6.1,3.5,5.2,6.8,7.3,7.1,5.6,108.0,7.9,6.9,8.0,7.2,7.3,4.4,3.0,1.6,1.1,171.0,154.0,90.0,132.0,172.0,186.0,179.0,277.0,376.0,345.0,397.0,367.0,331.0,207.0,139.0,83.0,62.0,4776.0,5.0,6.3,5.9,4.1,4.9,5.8,6.8,7.1,5.8,237.0,7.9,7.2,8.3,7.7,6.9,4.3,2.9,1.7,1.3,299.0,284.0,196.0,234.0,278.0,325.0,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OT,2020,,,,,64.8,3110.0,42.6,18.8,44.9,43.7,138.0,161.0,173.0,191.0,188.0,147.0,106.0,79.0,47.0,32.0,2252.0,5.2,5.6,5.9,4.8,4.6,5.0,5.7,7.2,6.1,118.0,7.1,7.7,8.5,8.3,6.5,4.7,3.5,2.1,1.4,125.0,132.0,109.0,104.0,112.0,128.0,162.0,143.0,189.0,178.0,189.0,195.0,175.0,131.0,81.0,46.0,30.0,2551.0,4.5,6.7,6.2,3.2,5.0,6.9,7.1,7.3,5.6,115.0,7.4,7.0,7.4,7.6,6.9,5.1,3.2,1.8,1.2,170.0,159.0,82.0,127.0,176.0,180.0,185.0,281.0,350.0,351.0,380.0,383.0,322.0,237.0,160.0,93.0,62.0,4803.0,4.9,6.1,6.1,4.0,4.8,6.0,6.4,7.2,5.9,233.0,7.3,7.3,7.9,8.0,6.7,4.9,3.3,1.9,1.3,295.0,291.0,191.0,231.0,288.0,308.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,
OT,2021,,,,,63.7,3091.0,42.5,19.0,44.9,43.6,142.0,145.0,173.0,194.0,193.0,157.0,109.0,81.0,54.0,34.0,2285.0,5.0,6.0,5.7,4.6,4.6,5.0,5.6,7.3,6.2,115.0,6.3,7.6,8.5,8.4,6.9,4.8,3.5,2.4,1.5,137.0,130.0,106.0,106.0,115.0,128.0,166.0,148.0,168.0,182.0,193.0,189.0,167.0,155.0,75.0,50.0,37.0,2565.0,5.3,6.0,6.5,3.4,4.6,6.7,7.0,7.3,5.8,136.0,6.5,7.1,7.5,7.4,6.5,6.0,2.9,1.9,1.4,154.0,168.0,88.0,117.0,171.0,180.0,187.0,290.0,313.0,355.0,387.0,382.0,324.0,264.0,156.0,104.0,71.0,4850.0,5.2,6.0,6.1,4.0,4.6,5.9,6.4,7.3,6.0,251.0,6.5,7.3,8.0,7.9,6.7,5.4,3.2,2.1,1.5,291.0,298.0,194.0,223.0,286.0,308.0,353.0,103.0,,,,,,,,,,,33.6,14.4,52.0,17.0,73.9,23.0,47.0,88.7,45.6,,,240.0,,,,,,,4.0,33.3,12.0,,,,,,0.0,146.0,108.0,74.0,18.0,12.3,29.0,19.9,0.0,0.0,0.0,53.0,6.1,84.0,51.5,35.0,46.1,76.0,,,,,,,,,,,,,,,42.8,48.5,50.0,33.0,22.0,18.0,41.0,76.0,,,,16.0,7.7,125.0,59.8,35.0,19.9,3.0,5.7,15.0,8.5,11.0,6.3,29.0,16.5,102.0,58.0,,,,,20.0,11.4,144.0,60.0,10.0,71.4,14.0,25574.2,,14.0,
OT,2022,,,,,63.5,3126.0,42.8,19.2,44.8,43.8,159.0,131.0,182.0,174.0,202.0,167.0,124.0,81.0,59.0,37.0,2325.0,4.4,6.0,5.7,5.1,4.5,5.0,5.8,6.9,6.8,102.0,5.6,7.8,7.5,8.7,7.2,5.3,3.5,2.5,1.6,139.0,133.0,118.0,104.0,117.0,136.0,160.0,155.0,157.0,182.0,189.0,200.0,164.0,177.0,75.0,54.0,37.0,2595.0,4.8,5.5,6.9,4.1,3.8,6.9,6.9,7.6,6.0,124.0,6.1,7.0,7.3,7.7,6.3,6.8,2.9,2.1,1.4,143.0,178.0,107.0,99.0,178.0,180.0,196.0,314.0,288.0,364.0,363.0,402.0,331.0,301.0,156.0,113.0,74.0,4920.0,4.6,5.7,6.3,4.6,4.1,6.0,6.4,7.2,6.4,226.0,5.9,7.4,7.4,8.2,6.7,6.1,3.2,2.3,1.5,282.0,311.0,225.0,203.0,295.0,316.0,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,
OT,2023,,,,,62.8,3123.0,43.4,19.4,45.1,44.3,165.0,131.0,176.0,171.0,201.0,172.0,142.0,82.0,63.0,38.0,2346.0,3.8,6.4,5.0,5.4,4.3,5.4,5.9,6.6,7.0,90.0,5.6,7.5,7.3,8.6,7.3,6.1,3.5,2.7,1.6,149.0,118.0,127.0,100.0,127.0,138.0,156.0,175.0,145.0,191.0,176.0,200.0,178.0,181.0,85.0,61.0,45.0,2624.0,4.6,5.4,6.9,4.8,3.2,6.6,6.3,7.5,6.7,120.0,5.5,7.3,6.7,7.6,6.8,6.9,3.2,2.3,1.7,143.0,180.0,125.0,83.0,173.0,166.0,197.0,340.0,276.0,367.0,347.0,401.0,350.0,323.0,167.0,124.0,83.0,4967.0,4.2,5.9,6.0,5.1,3.7,6.0,6.1,7.1,6.8,210.0,5.6,7.4,7.0,8.1,7.0,6.5,3.4,2.5,1.7,292.0,298.0,252.0,183.0,300.0,304.0,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,
OT,2024,,,,,,,,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,
QLD,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103783.0,84.3,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,15.2,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,72634.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
