Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2049563,569323,100,1637.0,1737,0.0,On,NEM,Wind,-
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,-,2049563,569323,100,1637.0,1737,,-,-,-,-
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1228860,341350,97,673.0,770,0.0,On,NEM,Wind,-
BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,-,1228860,341350,97,673.0,770,,-,-,-,-
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,1797588,499330,994,547.0,1541,0.0,On,SWIS,Wind,-
BEI WWF PTY LTD,Corporate Total,C,-,1797588,499330,994,547.0,1541,,-,-,-,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,67807,18835,1,43.0,44,0.0,On,NEM,Solar,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1818406,505113,55,442.0,497,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,311838,86622,23,531.0,554,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,-,2198051,610570,79,1016.0,1095,,-,-,-,-
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2691050,747514,343639,0.0,343639,0.46,Off,Off-grid,Gas,-
BHP GROUP LIMITED,Corporate Total,C,-,2691050,747514,343639,0.0,343639,,-,-,-,-
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,5808996,1613610,1216374,3063.0,1219437,0.75,On,SWIS,Black Coal,-
BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,-,5808996,1613610,1216374,3063.0,1219437,,-,-,-,-
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,6083427,1689841,1254100,2211.0,1256311,0.74,On,SWIS,Black Coal,-
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,-,6083427,1689841,1254100,2211.0,1256311,,-,-,-,-
C S ENERGY LIMITED,Callide B Power Station,F,QLD,11317007,3143613,2983083,34749.0,3017832,0.95,On,NEM,Black Coal,-
C S ENERGY LIMITED,Callide C Power Station,F,QLD,18205965,5057213,4549575,29039.0,4578614,0.9,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports."
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,18428566,5119046,4366178,4821.0,4370999,0.85,On,NEM,Black Coal,-
C S ENERGY LIMITED,Corporate Total,C,-,47951538,13319872,11898836,68609.0,11967445,,-,-,-,-
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,698416,194005,9556,1449.0,11005,0.05,On,NEM,Bagasse,-
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,593907,164974,5801,1293.0,7094,0.04,On,NEM,Bagasse,-
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,-,1292323,358979,15357,2742.0,18099,,-,-,-,-
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,292965,81379,15,73.0,88,0.0,On,NEM,Wind,-
CBWF HOLDINGS PTY LIMITED,Corporate Total,C,-,292965,81379,15,73.0,88,,-,-,-,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1825006,506946,74,312.0,386,0.0,On,NEM,Wind,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,-,1825006,506946,74,312.0,386,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Appin CSM Power Station,F,NSW,899023,249729,248219,13.0,248232,0.99,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,7351,2042,1463,0.0,1463,0.72,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,6767,1880,1359,0.0,1359,0.72,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Belrose LFG Power Station,F,NSW,349,97,56,20.0,76,0.58,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,34600,9611,740,137.0,877,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,10339,2872,2096,0.0,2096,0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,42580,11828,907,113.0,1020,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,29263,8129,593,2.0,595,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,499610,138780,78759,24.0,78783,0.57,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,55301,15361,1167,2.0,1169,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,294790,81886,5344,283.0,5627,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,63400,17611,1892,0.0,1892,0.11,Off,Off-grid,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,25840,7178,555,3.0,558,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,250956,69710,17,91.0,108,0.0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,122307,33974,20599,0.0,20599,0.61,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,6335,1760,1274,0.0,1274,0.72,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,25001,6945,488,7.0,495,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,51094,14193,8874,0.0,8874,0.63,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Gascoyne Facility,F,WA,2388,663,601,0.0,601,0.91,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,1024971,284714,156454,20.0,156474,0.55,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,F,NSW,331564,92101,48417,3.0,48420,0.53,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,16149,4486,319,4.0,323,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,510305,141752,80510,6.0,80516,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,345750,96042,55380,4.0,55384,0.58,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,42069,11686,7581,0.0,7581,0.65,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,32506,9029,699,1.0,700,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,F,WA,0,0,1,0.0,1,0.0,On,SWIS,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Laverton Facility,F,WA,14461,4017,2861,0.0,2861,0.71,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,29410,8170,6311,0.0,6311,0.77,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD Power Station,F,WA,9087,2524,1869,0.0,1869,0.74,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,43250,12014,943,3.0,946,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,418510,116253,9383,2.0,9385,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,1182344,328429,168784,0.0,168784,0.51,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Facility,F,WA,2251,625,501,0.0,501,0.8,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,1298272,360631,213038,16.0,213054,0.59,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Mugga Lane LFG Power Station,F,ACT,0,0,0,3.0,3,0.0,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II WCMG Power Station,F,QLD,334009,92780,52701,40.0,52741,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek WCMG Power Station,F,QLD,281532,78203,40593,62.0,40655,0.52,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,765667,212685,99718,0.0,99718,0.47,On,DKIS,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill LFG Power Station,F,WA,77397,21499,1654,2.0,1656,0.08,On,SWIS,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,22268,6186,480,4.0,484,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor WCMG Power Station,F,NSW,173792,48276,27460,5.0,27465,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park LFG Power Station,F,WA,117355,32599,2505,3.0,2508,0.08,On,SWIS,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tower CSM Power Station,F,NSW,587770,163269,105330,24.0,105354,0.65,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,F,WA,9427,2619,1972,0.0,1972,0.75,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Weipa Solar Power Station,F,QLD,9029,2508,0,11.0,11,0.0,Off,Off-grid,Solar,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,23767,6602,886,4.0,890,0.13,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,62744,17429,1327,2.0,1329,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,81626,22674,4,47.0,51,0.0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,10274576,2854049,1462684,961.0,1463645,,-,-,-,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,726307,201752,80,840.0,920,0.0,On,NEM,Solar,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,726307,201752,80,840.0,920,,-,-,-,-
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,406375,112882,61562,660.0,62222,0.55,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports."
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Corporate Total,C,-,406375,112882,61562,660.0,62222,,-,-,-,-
CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,F,QLD,680393,188998,299,543.0,842,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,F,QLD,2018871,560798,70,846.0,916,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Swanbank E Power Station,F,QLD,3894520,1081811,440081,1192.0,441273,0.41,On,NEM,Gas,-
CLEANCO QUEENSLAND LIMITED,Wivenhoe Power Station,F,QLD,676578,187938,27,304307.0,304334,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Corporate Total,C,-,7270362,2019545,440477,306888.0,747365,,-,-,-,-
CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,12371,3436,2416,0.0,2416,0.7,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,21671,6020,4141,0.0,4141,0.69,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,14074,3910,2393,0.0,2393,0.61,Off,Off-grid,Gas,-
CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,11889,3303,2402,0.0,2402,0.73,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,2349,652,511,0.0,511,0.78,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,8508,2364,1667,0.0,1667,0.71,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,3555,987,797,0.0,797,0.81,Off,Off-grid,Diesel,-
CONTRACT POWER AUSTRALIA PTY LTD,Corporate Total,C,-,74417,20671,14327,0.0,14327,,-,-,-,-
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2486495,690693,247,1346.0,1593,0.0,On,SWIS,Wind,-
CWF HOLDINGS PTY LTD,Corporate Total,C,-,2486495,690693,247,1346.0,1593,,-,-,-,-
DELTA ELECTRICITY PTY LTD,Vales Point Power Station,F,NSW,24372427,6770119,6367344,98996.0,6466340,0.94,On,NEM,Black Coal,-
DELTA ELECTRICITY PTY LTD,Corporate Total,C,-,24372427,6770119,6367344,98996.0,6466340,,-,-,-,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,124964,34712,0,170.0,170,0.0,On,NEM,Solar,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,-,124964,34712,0,170.0,170,,-,-,-,-
DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,F,VIC,2930100,813917,243,484.0,727,0.0,On,NEM,Wind,-
DUNDONNELL WIND FARM PTY LTD,Corporate Total,C,-,2930100,813917,243,484.0,727,,-,-,-,-
EDIFY ENERGY PTY. LTD.,Gannawarra Solar Farm Pty Ltd,F,VIC,382474,106243,17,0.0,17,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,GESS ProjectCo Pty Ltd,F,VIC,0,0,15,2842.0,2857,0.0,On,NEM,Battery,-
EDIFY ENERGY PTY. LTD.,Hamilton Solar Farm Pty Ltd,F,QLD,452015,125560,116,0.0,116,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,The Daydream Solar Farm Trust,F,QLD,1180951,328042,35,0.0,35,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,The Hayman Solar Farm Trust,F,QLD,375046,104180,17,0.0,17,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Whitsunday Solar Farm Pty,F,QLD,394974,109715,115,0.0,115,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Darlington Point Solar Farm Pty Ltd,F,NSW,756647,210180,151,0.0,151,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Corporate Total,C,-,3542107,983919,466,2842.0,3308,,-,-,-,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,6783,1884,10,2.0,12,0.01,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,471454,130959,52840,0.0,52840,0.4,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,3756282,1043412,956005,2183.0,958188,0.92,On,SWIS,Black Coal,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,13734,3815,1780,0.0,1780,0.47,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,5243,1456,0,0.0,0,0.0,Off,Off-grid,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,48961,13600,1,6.0,7,0.0,Off,Off-grid,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,19277,5355,2449,0.0,2449,0.46,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,7503,2084,0,8.0,8,0.0,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,19560,5433,5283,0.0,5283,0.97,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,2411711,669920,354786,595.0,355381,0.53,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,12914677,3587410,3260481,1642.0,3262123,0.91,On,SWIS,Black Coal,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,111333,30926,25262,0.0,25262,0.82,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,2014036,559454,497194,0.0,497194,0.89,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Corporate Total,C,-,21800554,6055709,5156091,4436.0,5160527,,-,-,-,-
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,249,69,50,0.0,50,0.72,On,SWIS,Diesel,-
ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,-,249,69,50,0.0,50,,-,-,-,-
ELLIOTT GREEN CHILDERS PTY LTD,Childers Solar Farm,F,QLD,389998,108333,14,279.0,293,0.0,On,NEM,Solar,-
ELLIOTT GREEN CHILDERS PTY LTD,Corporate Total,C,-,389998,108333,14,279.0,293,,-,-,-,-
