Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes
APA INFRASTRUCTURE LIMITED,Emu Downs Solar Farm,F,WA,170586,47385,6,52.0,58,0.0,On,SWIS,Solar,-
APA INFRASTRUCTURE LIMITED,Emu Downs Wind Farm,F,WA,898729,249647,47,214.0,261,0.0,On,SWIS,Wind,-
APA INFRASTRUCTURE LIMITED,Newman Power Station,F,WA,3098532,860703,376230,0.0,376230,0.44,Off,Off-grid,Gas,-
APA INFRASTRUCTURE LIMITED,Port Hedland Power Station,F,WA,1618605,449612,340466,0.0,340466,0.76,On,NWIS,Gas,-
APA INFRASTRUCTURE LIMITED,Corporate Total,C,-,14387603,3996556,1361331,1304.0,1362635,,-,-,-,-
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,1296561,360156,209697,4459.0,214156,0.58,On,NEM,Coal Seam Methane,-
ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,-,1296561,360156,209697,4459.0,214156,,-,-,-,-
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,273101,75862,53106,170.0,53276,0.7,On,NWIS,Gas,-
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,1354334,376204,156932,2527.0,159459,0.42,On,NEM,Gas,-
ATCO AUSTRALIA PTY LTD,Corporate Total,C,-,1627435,452065,210038,2697.0,212735,,-,-,-,-
ATMOS QUEENSLAND SOLAR PTY LTD,Childers Solar Farm,F,QLD,350087,97246,14,262.0,276,0.0,On,NEM,Solar,-
ATMOS QUEENSLAND SOLAR PTY LTD,Susan River Solar Farm,F,QLD,481257,133683,20,341.0,361,0.0,On,NEM,Solar,-
ATMOS QUEENSLAND SOLAR PTY LTD,The Daydream Solar Farm Trust,F,QLD,1194582,331828,184,414.0,598,0.0,On,NEM,Solar,-
ATMOS QUEENSLAND SOLAR PTY LTD,The Hayman Solar Farm Trust,F,QLD,349170,96991,19,149.0,168,0.0,On,NEM,Solar,-
ATMOS QUEENSLAND SOLAR PTY LTD,Corporate Total,C,-,2375096,659749,237,1166.0,1403,,-,-,-,-
ATMOS TOPCO PTY LTD,KARADOC SOLAR FARM,F,VIC,460016,127782,67,299.0,366,0.0,On,NEM,Solar,-
ATMOS TOPCO PTY LTD,Kiata Wind Farm,F,VIC,363781,101050,21,393.0,414,0.0,On,NEM,Wind,-
ATMOS TOPCO PTY LTD,Nevertire Solar Farm,F,NSW,878709,244086,15,550.0,565,0.0,On,NEM,Solar,-
ATMOS TOPCO PTY LTD,Corporate Total,C,-,1702506,472918,103,1242.0,1345,,-,-,-,-
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,1688147,468930,101,787.0,888,0.0,On,NEM,Wind,-
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,-,1688147,468930,101,787.0,888,,-,-,-,-
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1154820,320783,40,619.0,659,0.0,On,NEM,Wind,-
BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,-,1154820,320783,40,619.0,659,,-,-,-,-
BANPU AUSTRALIA CO. PTY LTD,Beryl Solar Farm,F,NSW,694181,192828,52,563.0,615,0.0,On,NEM,Solar,-
BANPU AUSTRALIA CO. PTY LTD,Manildra Solar Farm,F,NSW,171166,47546,21,148.0,169,0.0,On,NEM,Solar,-
BANPU AUSTRALIA CO. PTY LTD,Corporate Total,C,-,865347,240374,73,711.0,784,,-,-,-,-
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,2267764,629934,178,522.0,700,0.0,On,SWIS,Wind,-
BEI WWF PTY LTD,Corporate Total,C,-,2267764,629934,178,522.0,700,,-,-,-,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,71346,19818,3,34.0,37,0.0,On,NEM,Solar,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1443378,400938,56,421.0,477,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,1170551,325153,24,1232.0,1256,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,-,2685275,745910,83,1687.0,1770,,-,-,-,-
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2900898,805805,347643,0.0,347643,0.43,Off,Off-grid,Gas,-
BHP GROUP LIMITED,Corporate Total,C,-,2900898,805805,347643,0.0,347643,,-,-,-,-
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,5463442,1517623,1352311,900.0,1353211,0.89,On,SWIS,Black Coal,-
BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,-,5463442,1517623,1352311,900.0,1353211,,-,-,-,-
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,4933350,1370375,1238252,1835.0,1240087,0.9,On,SWIS,Black Coal,-
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,-,4933350,1370375,1238252,1835.0,1240087,,-,-,-,-
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15384428,4273452,4004358,23803.0,4028161,0.94,On,NEM,Black Coal,-
C S ENERGY LIMITED,Callide C Power Station,F,QLD,2817641,782678,675798,12240.0,688038,0.86,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and GENUITY PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports."
C S ENERGY LIMITED,Chinchilla BESS,F,QLD,0,0,0,0.0,0,0.0,On,NEM,Battery,-
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,19721081,5478078,4520575,1897.0,4522472,0.83,On,NEM,Black Coal,-
C S ENERGY LIMITED,Corporate Total,C,-,37923150,10534208,9200731,37940.0,9238671,,-,-,-,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,350736,97427,17,95.0,112,0.0,On,NEM,Wind,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Corporate Total,C,-,350736,97427,17,95.0,112,,-,-,-,-
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,555953,154431,4722,1676.0,6398,0.03,On,NEM,Wood,-
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,523700,145472,3943,1607.0,5550,0.03,On,NEM,Wood,-
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,-,1079653,299904,8665,3283.0,11948,,-,-,-,-
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,265764,73823,27,83.0,110,0.0,On,NEM,Wind,-
CBWF HOLDINGS PTY LIMITED,Corporate Total,C,-,265764,73823,27,83.0,110,,-,-,-,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1559750,433264,58,398.0,456,0.0,On,NEM,Wind,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,-,1559750,433264,58,398.0,456,,-,-,-,-
CHERRY TREE HOLD CO PTY LTD,Cherry Tree Wind Farm Pty Ltd,F,VIC,634818,176338,20,451.0,471,0.0,On,NEM,Wind,-
CHERRY TREE HOLD CO PTY LTD,Corporate Total,C,-,634818,176338,20,451.0,471,,-,-,-,-
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,Glenrowan Solar Farm Pty Ltd,F,VIC,311418,86505,5,838.0,843,0.0,On,NEM,Solar,-
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,Corporate Total,C,-,311418,86505,5,838.0,843,,-,-,-,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,546410,151781,65,706.0,771,0.0,On,NEM,Solar,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,546410,151781,65,706.0,771,,-,-,-,-
CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,F,QLD,337936,93871,239,614.0,853,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,F,QLD,2114115,587254,101,1402.0,1503,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Swanbank E Power Station,F,QLD,2338074,649465,253770,4340.0,258110,0.39,On,NEM,Gas,-
CLEANCO QUEENSLAND LIMITED,Wivenhoe Power Station,F,QLD,2275772,632159,16,684673.0,684689,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Corporate Total,C,-,7065897,1962749,254126,691029.0,945155,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,314065,87240,14,82.0,96,0.0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,314065,87240,14,82.0,96,,-,-,-,-
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2306166,640602,164,821.0,985,0.0,On,SWIS,Wind,-
CWF HOLDINGS PTY LTD,Corporate Total,C,-,2306166,640602,164,821.0,985,,-,-,-,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,122875,34132,0,148.0,148,0.0,On,NEM,Solar,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,-,122875,34132,0,148.0,148,,-,-,-,-
DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,F,VIC,3167240,879789,222,2334.0,2556,0.0,On,NEM,Wind,-
DUNDONNELL WIND FARM PTY LTD,Corporate Total,C,-,3167240,879789,222,2334.0,2556,,-,-,-,-
EDIFY GROUP HOLDINGS PTY LTD,Darlington Point Solar Farm Pty Ltd,F,NSW,2113561,587100,151,0.0,151,0.0,On,NEM,Solar,-
EDIFY GROUP HOLDINGS PTY LTD,Gannawarra Solar Farm Pty Ltd,F,VIC,381873,106076,25,0.0,25,0.0,On,NEM,Solar,-
EDIFY GROUP HOLDINGS PTY LTD,GESS ProjectCo Pty Ltd,F,VIC,0,0,15,2264.0,2279,0.0,On,NEM,Battery,-
EDIFY GROUP HOLDINGS PTY LTD,Hamilton Solar Farm Pty Ltd,F,NT,419599,116555,31,0.0,31,0.0,On,NEM,Solar,-
EDIFY GROUP HOLDINGS PTY LTD,The DPESS Trust,F,NSW,0,0,2,1302.0,1304,0.0,On,NEM,Battery,-
EDIFY GROUP HOLDINGS PTY LTD,The RESS 1 Trust,F,NSW,0,0,7,3725.0,3732,0.0,On,NEM,Battery,-
EDIFY GROUP HOLDINGS PTY LTD,The RESS 2 Trust,F,NSW,0,0,7,3647.0,3654,0.0,On,NEM,Battery,-
EDIFY GROUP HOLDINGS PTY LTD,Corporate Total,C,-,2915033,809731,238,10938.0,11176,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,F,NSW,146936,40816,21468,7.0,21475,0.53,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II WCMG Power Station,F,QLD,337799,93833,53297,11.0,53308,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek WCMG Power Station,F,QLD,389743,108262,56189,38.0,56227,0.52,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,874478,242911,130954,56.0,131010,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor WCMG Power Station,F,NSW,129308,35919,20435,14.0,20449,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,129308,35919,20435,14.0,20449,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Appin CSM Power Station,F,NSW,821931,228314,146960,8.0,146968,0.64,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tower CSM Power Station,F,NSW,496382,137884,91695,49.0,91744,0.67,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,1318313,366198,238655,57.0,238712,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,517091,143637,80445,27.0,80472,0.56,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,517091,143637,80445,27.0,80472,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jabiru Power Station,F,NT,50029,13897,4960,0.0,4960,0.36,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,50029,13897,4960,0.0,4960,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,14065,3907,288,15.0,303,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,2809,780,75,17.0,92,0.1,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,21949,6097,483,8.0,491,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,77450,21514,1673,3.0,1676,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,424631,117953,9589,4.0,9593,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,540904,150251,12108,47.0,12155,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,54803,15223,1161,1.0,1162,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,54803,15223,1161,1.0,1162,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,14533,4037,785,3.0,788,0.19,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,57621,16006,1222,1.0,1223,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,72154,20043,2007,4.0,2011,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,0,0,0,0.0,0,0.0,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,769,214,19,4.0,23,0.09,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,17023,4729,363,5.0,368,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,192288,53413,3519,3.0,3522,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,0,0,0,0.0,0,0.0,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,0,0,0,4.0,4,0.0,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,210080,58355,3901,16.0,3917,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,1054485,292912,153074,0.0,153074,0.52,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,776327,215646,100836,0.0,100836,0.47,On,DKIS,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,1830812,508559,253910,0.0,253910,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,513632,142676,80902,20.0,80922,0.57,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,124235,34510,21034,0.0,21034,0.61,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,53843,14956,9331,0.0,9331,0.62,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,41342,11484,7543,0.0,7543,0.66,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD power Station,F,WA,10320,2867,2123,0.0,2123,0.74,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,743372,206492,120933,20.0,120953,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,468577,130160,72247,16.0,72263,0.56,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,317860,88294,50317,7.0,50324,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,1509962,419434,242988,6.0,242994,0.58,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,2296399,637889,365552,29.0,365581,,-,-,-,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Alkimos Beach Community Battery,F,WA,0,0,1,17.0,18,0.0,On,SWIS,Battery,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,6383,1773,33,0.0,33,0.02,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,2906318,807311,307892,0.0,307892,0.38,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,3481165,966990,920053,2651.0,922704,0.95,On,SWIS,Black Coal,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,11571,3214,1264,0.0,1264,0.39,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,19460,5405,2434,0.0,2434,0.45,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,7717,2144,0,0.0,0,0.0,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,31036,8621,8159,0.0,8159,0.95,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Battery Energy Storage Site,F,WA,0,0,609,5789.0,6398,0.0,On,SWIS,Battery,-
