Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production Mwh,Total Scope 1 Emissions t CO2 e,Total Scope 2 Emissions t CO2 e 2,Total Emissions t CO2 e,Emission Intensity t Mwh,Grid Connected2,Grid,Primary Fuel,Important Notes
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,8793,2443,1588,,1588,0.65,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Timber Creek,F,NT,10380,2883,2072,,2072,0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,4005,1113,765,,765,0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Umbakumba,F,NT,9472,2631,2021,,2021,0.77,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,33912,9420,6064,,6064,0.64,Off,Off-grid,Gas,-
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,6320,1756,1278,,1278,0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,6823,1895,1300,,1300,0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,1053,293,256,,256,0.88,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,3195,888,633,,633,0.71,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yarralin,F,NT,4951,1375,985,,985,0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yuendumu,F,NT,18637,5177,3576,,3576,0.69,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Corporate Total,C,-,458194,127276,90208,,90208,,-,-,-,-
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,3742098,1039472,612232,,612232,0.59,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,87456,24293,17816,,17816,0.73,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Kings Canyon,F,NT,3146,874,699,,699,0.8,Off,Off-grid,Solar,-
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,306838,85233,50040,,50040,0.59,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,409961,113878,83638,,83638,0.73,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,105849,29403,21094,,21094,0.72,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1368227,380063,220184,,220184,0.58,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,71586,19885,13173,,13173,0.66,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Corporate Total,C,-,6095161,1693100,1018876,,1018876,,-,-,-,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,F,VIC,65844,18290,27834,12443.0,40277,1.52,On,NEM,Biofuel,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Corporate Total,C,-,65844,18290,27834,12443.0,40277,,-,-,-,-
QGC UPSTREAM INVESTMENTS PTY LTD,Condamine Power Station,F,QLD,3458848,960791,387939,803.0,388742,0.4,On,NEM,Gas,-
QGC UPSTREAM INVESTMENTS PTY LTD,Corporate Total,C,-,3458848,960791,387939,803.0,388742,,-,-,-,-
RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,F,WA,387969,107769,72103,2459.0,74562,0.67,On,SWIS,Gas,-
RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,229802,63834,65,52.0,117,0.0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,F,VIC,178252,49514,33,226.0,259,0.0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,1888370,524547,226290,3003.0,229293,0.43,On,NEM,Gas,-
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,100175,27826,28,17.0,45,0.0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION LIMITED,Corporate Total,C,-,2784568,773491,298519,5757.0,304276,,-,-,-,-
REGIONAL POWER CORPORATION,Carnarvon Power Station & Distribution network,F,WA,148468,41241,24958,0.0,24958,0.61,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,Denham Power Station & Denham Distribution network,F,WA,11365,3157,2275,,2275,0.72,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kalumburu Power Station & Distribution network,F,WA,8173,2270,1524,,1524,0.67,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,F,WA,892,248,356,0.0,356,1.44,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Marble Bar Power Station & Marble Bar Distribution network,F,WA,8245,2290,1193,,1193,0.52,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Murchison Radio Astronomy Power Station and Distribution Network,F,WA,8655,2404,1553,,1553,0.65,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Nullagine Power Station & Nullagine Distribution network,F,WA,4009,1114,616,,616,0.55,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Onslow Power Station Horizon Power back-up & Onslow Distribtion Network,F,WA,23574,6548,4378,549.0,4927,0.67,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,South Hedland Temporary Generation Power Station,F,WA,210673,58520,39885,,39885,0.68,On,NWIS,Gas,-
REGIONAL POWER CORPORATION,Wyndham Power Station & Distribution network,F,WA,513,143,115,,115,0.81,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yungngora Power Station & Yungngora Distribution Network,F,WA,5507,1530,872,,872,0.57,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Corporate Total,C,-,430074,119465,77725,549.0,78274,,-,-,-,-
RENEWABLE POWER AUSTRALIA LIMITED,FPC Green Energy,F,QLD,150137,41705,1632,1929.0,3561,0.04,On,NEM,Biofuel,-
RENEWABLE POWER AUSTRALIA LIMITED,Corporate Total,C,-,150137,41705,1632,1929.0,3561,,-,-,-,-
SANTOS LIMITED,Wilga Park Power Station,F,NSW,322671,89631,49655,24.0,49679,0.55,On,NEM,Coal Seam Methane,-
SANTOS LIMITED,Corporate Total,C,-,322671,89631,49655,24.0,49679,,-,-,-,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty Ltd,F,TAS,2166190,601719,153,155.0,308,0.0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff point Wind Farm Pty Ltd,F,TAS,829195,230332,75,22.0,97,0.0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,959057,266405,86,25.0,111,0.0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Corporate Total,C,-,3954442,1098456,314,202.0,516,,-,-,-,-
SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,F,SA,1500088,416691,92,191.0,283,0.0,On,NEM,Wind,-
SNOWTOWN SOUTH WIND FARM PTY. LTD.,Corporate Total,C,-,1500088,416691,92,191.0,283,,-,-,-,-
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,1117532,310426,121,347.0,468,0.0,On,NEM,Wind,-
SNOWTOWN WIND FARM PTY LTD,Corporate Total,C,-,1117532,310426,121,347.0,468,,-,-,-,-
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,F,SA,1463729,406591,104,286.0,390,0.0,On,NEM,Wind,-
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,Corporate Total,C,-,1463729,406591,104,286.0,390,,-,-,-,-
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,27539,7650,5267,357.0,5624,0.69,On,NEM,Liquid Fuel,-
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,50430,14008,9242,6794.0,16036,0.66,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Laverton North Power Station,F,VIC,286275,79521,48775,3299.0,52074,0.61,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,64146,17818,9046,375.0,9421,0.51,On,NEM,Diesel,-
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,19655353,5459820,1521,266620.0,268141,0.0,On,NEM,Hydro,-
SNOWY HYDRO LIMITED,Valley Power,F,VIC,14794,4109,3905,2982.0,6887,0.95,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Corporate Total,C,-,20098537,5582927,77756,280427.0,358183,,-,-,-,-
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm,F,NSW,515610,143225,,615.0,615,,On,NEM,Solar,-
SOLAR FARM INVESTMENTS PTY LTD,Corporate Total,C,-,515610,143225,,615.0,615,,-,-,-,-
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,457784,127162,37,18.0,55,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,578619,160728,55,0.0,55,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,F,VIC,149335,41482,17,,17,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,30661,8517,3,,3,0.0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,36823,10229,6,,6,0.0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,765439,212622,31,29.0,60,0.0,Off,Off-grid,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,F,VIC,1684621,467950,68,,68,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,1038233,288398,100,,100,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,19312,5364,6,,6,0.0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro,F,VIC,19680,5467,4,,4,0.0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,312165,86713,20,,20,0.0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,5092672,1414631,347,47.0,394,,-,-,-,-
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,459973,127770,205,732.0,937,0.01,On,NEM,Hydro,-
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1756092,487803,72,669.0,741,0.0,On,NEM,Hydro,-
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1404,390,494,2.0,496,1.27,On,NEM,Diesel,-
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,18079,5022,6513,1412.0,7925,1.3,On,Mt Isa,Gas,-
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,33362101,9267250,7960764,11166.0,7971930,0.86,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,44319711,12311031,10674877,37758.0,10712635,0.87,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Corporate Total,C,-,79917360,22199267,18642925,51739.0,18694664,,-,-,-,-
SUNSET POWER INTERNATIONAL PTY LTD,Vales Point Power Station,F,NSW,29270573,8130715,6903384,37724.0,6941108,0.85,On,NEM,Black Coal,-
SUNSET POWER INTERNATIONAL PTY LTD,Corporate Total,C,-,29270573,8130715,6903384,37724.0,6941108,,-,-,-,-
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,34902,9695,11602,404.0,12006,1.2,On,NEM,Gas,-
SYNERGEN POWER PTY LIMITED,Mintaro Power Station,F,SA,106663,29629,23034,129.0,23163,0.78,On,NEM,Gas,-
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,7962,2212,4015,386.0,4401,1.82,On,NEM,Diesel,-
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,11509,3197,3602,487.0,4089,1.13,On,NEM,Diesel,-
SYNERGEN POWER PTY LIMITED,Corporate Total,C,-,161036,44732,42253,1406.0,43659,,-,-,-,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,920947,255819,145265,,145265,0.57,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,934402,259556,143358,,143358,0.55,On,SWIS,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,1129834,313843,168384,,168384,0.54,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1360859,378016,219180,,219180,0.58,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Solomon Power Station,F,WA,984879,273578,175216,,175216,0.64,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,250611,69614,38842,,38842,0.56,Off,Off-grid,Gas,-
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,5581532,1550426,890245,,890245,,-,-,-,-
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9038,2511,1757,,1757,0.7,Off,Off-grid,Liquid Fuel,-
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,9083,2523,1896,,1896,0.75,Off,Off-grid,Liquid Fuel,-
WATER CORPORATION,Corporate Total,C,-,18121,5034,3653,,3653,,-,-,-,-
YARA PILBARA FERTILISERS PTY LTD,Utilities Production and Supply,F,WA,119118,33088,41695,,41695,1.26,Off,Off-grid,Gas,-
YARA PILBARA FERTILISERS PTY LTD,Corporate Total,C,-,119118,33088,41695,,41695,,-,-,-,-
Grand Total,,,,818924521,227479013,175960593,1547219.0,182550357,,,,,
Grid connected Total,,,,807084728,224190181,174176857,1546630.0,180766032,,,,,
