Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,145223,40340,0,45.0,45,0.0,On,NEM,Hydro,-
AGL ENERGY LIMITED,Corporate Total,C,-,157439215,43733115,39470353,346570.0,39816923,,-,-,-,-
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,4476808,1243558,921917,402.0,922319,0.74,On,SWIS,Gas,-
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,-,4476808,1243558,921917,402.0,922319,,-,-,-,-
AMP AUSTRALIA HOLDINGS PTY LTD,Hillston Sun Farm,F,NSW,278539,77372,4,657.0,661,0.0,On,NEM,Solar,-
AMP AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,278539,77372,4,657.0,661,,-,-,-,-
AMP ENERGY AUSTRALIA 1-1 PTY LTD,Molong Solar Farm,F,NSW,134931,37481,4,345.0,349,0.0,On,NEM,Solar,-
AMP ENERGY AUSTRALIA 1-1 PTY LTD,Corporate Total,C,-,134931,37481,4,345.0,349,,-,-,-,-
APA INFRASTRUCTURE LIMITED,Badgingarra Solar Farm,F,WA,158018,43894,8,48.0,56,0.0,On,SWIS,Solar,-
APA INFRASTRUCTURE LIMITED,Badgingarra Wind Farm,F,WA,1912816,531338,28,273.0,301,0.0,On,SWIS,Wind,-
APA INFRASTRUCTURE LIMITED,Daandine Power Station,F,QLD,75328,20924,10131,1192.0,11323,0.48,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. APA INFRASTRUCTURE LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports."
APA INFRASTRUCTURE LIMITED,Darling Downs Solar Farm,F,QLD,673855,187182,4,649.0,653,0.0,On,NEM,Wind,-
APA INFRASTRUCTURE LIMITED,Diamantina Power Station,F,QLD,7410951,2058598,865523,98.0,865621,0.42,On,Mt Isa,Gas,-
APA INFRASTRUCTURE LIMITED,Emu Downs Solar Farm,F,WA,167062,46406,2,153.0,155,0.0,On,SWIS,Solar,-
APA INFRASTRUCTURE LIMITED,Emu Downs Wind Farm,F,WA,851726,236591,45,153.0,198,0.0,On,SWIS,Wind,-
APA INFRASTRUCTURE LIMITED,Corporate Total,C,-,11249756,3124932,875741,2566.0,878307,,-,-,-,-
ARET PLATFORM PTY LIMITED,Willogoleche Wind Farm,F,SA,1368408,380113,59,175.0,234,0.0,On,NEM,Wind,-
ARET PLATFORM PTY LIMITED,Corporate Total,C,-,1368408,380113,59,175.0,234,,-,-,-,-
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,1995952,554431,341822,4036.0,345858,0.62,On,NEM,Coal Seam Methane,-
ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,-,1995952,554431,341822,4036.0,345858,,-,-,-,-
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,343876,95521,66290,147.0,66437,0.69,On,NWIS,Gas,-
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,2259504,627640,260263,2737.0,263000,0.41,On,NEM,Gas,-
ATCO AUSTRALIA PTY LTD,Corporate Total,C,-,2603380,723161,326553,2884.0,329437,,-,-,-,-
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,1955185,543107,101,1159.0,1260,0.0,On,NEM,Wind,-
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,-,1955185,543107,101,1159.0,1260,,-,-,-,-
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1309240,363678,83,610.0,693,0.0,On,NEM,Wind,-
BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,-,1309240,363678,83,610.0,693,,-,-,-,-
BANPU AUSTRALIA CO. PTY LTD,Beryl Solar Farm,F,NSW,595834,165510,172,641.0,813,0.0,On,NEM,Solar,-
BANPU AUSTRALIA CO. PTY LTD,Manildra Solar Farm,F,NSW,193735,53815,7,203.0,210,0.0,On,NEM,Solar,-
BANPU AUSTRALIA CO. PTY LTD,Corporate Total,C,-,789569,219325,179,844.0,1023,,-,-,-,-
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,2402008,667225,250,464.0,714,0.0,On,SWIS,Wind,-
BEI WWF PTY LTD,Corporate Total,C,-,2402008,667225,250,464.0,714,,-,-,-,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,60313,16754,2,42.0,44,0.0,On,NEM,Solar,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1781437,494844,58,320.0,378,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,904347,251207,25,643.0,668,0.0,On,NEM,Wind,-
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,-,2746097,762805,85,1005.0,1090,,-,-,-,-
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2864387,795663,340554,0.0,340554,0.43,Off,Off-grid,Gas,-
BHP GROUP LIMITED,Corporate Total,C,-,2864387,795663,340554,0.0,340554,,-,-,-,-
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,5890096,1636138,1190420,1529.0,1191949,0.73,On,SWIS,Black Coal,-
BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,-,5890096,1636138,1190420,1529.0,1191949,,-,-,-,-
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,5380768,1494658,1124051,1859.0,1125910,0.75,On,SWIS,Black Coal,-
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,-,5380768,1494658,1124051,1859.0,1125910,,-,-,-,-
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15456689,4293525,4048111,36782.0,4084893,0.94,On,NEM,Black Coal,-
C S ENERGY LIMITED,Callide C Power Station,F,QLD,9252986,2570274,2246298,6930.0,2253228,0.87,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports."
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,19947879,5541077,4776040,2077.0,4778117,0.86,On,NEM,Black Coal,-
C S ENERGY LIMITED,Corporate Total,C,-,44657554,12404876,11070449,45789.0,11116238,,-,-,-,-
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,483107,134196,3749,940.0,4689,0.03,On,NEM,Bagasse,-
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,438886,121913,3915,4526.0,8441,0.03,On,NEM,Bagasse,-
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,-,921993,256109,7664,5466.0,13130,,-,-,-,-
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,295280,82022,27,85.0,112,0.0,On,NEM,Wind,-
CBWF HOLDINGS PTY LIMITED,Corporate Total,C,-,295280,82022,27,85.0,112,,-,-,-,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1914875,531910,64,352.0,416,0.0,On,NEM,Wind,-
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,-,1914875,531910,64,352.0,416,,-,-,-,-
CHERRY TREE HOLD CO PTY LTD,Cherry Tree Wind Farm Pty Ltd,F,VIC,620959,172488,44,398.0,442,0.0,On,NEM,Wind,-
CHERRY TREE HOLD CO PTY LTD,Corporate Total,C,-,620959,172488,44,398.0,442,,-,-,-,-
CHILDERS HOLDCO PTY LTD,Childers Solar Farm,F,QLD,399810,111058,14,306.0,320,0.0,On,NEM,Solar,-
CHILDERS HOLDCO PTY LTD,Corporate Total,C,-,399810,111058,14,306.0,320,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Appin CSM Power Station,F,NSW,819414,227615,181045,12.0,181057,0.8,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,7453,2070,1496,0.0,1496,0.72,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,6729,1869,1363,0.0,1363,0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Belrose LFG Power Station,F,NSW,0,0,23,0.0,23,0.0,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,11466,3185,248,36.0,284,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,10627,2952,2161,0.0,2161,0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,37658,10460,805,10.0,815,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,26478,7355,538,2.0,540,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,526673,146298,81956,24.0,81980,0.56,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,53502,14862,1130,1.0,1131,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,252155,70043,4579,3.0,4582,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,57885,16079,2110,0.0,2110,0.13,Off,Off-grid,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,16031,4453,350,9.0,359,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,348543,96817,14,73.0,87,0.0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,127613,35448,20815,0.0,20815,0.59,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,6900,1917,1392,0.0,1392,0.73,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,19709,5475,388,12.0,400,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,50874,14132,8751,0.0,8751,0.62,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Gascoyne Facility,F,WA,859,239,190,0.0,190,0.8,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,898804,249668,140265,25.0,140290,0.56,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,F,NSW,321298,89249,46924,1.0,46925,0.53,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,14333,3981,284,6.0,290,0.07,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,351564,97657,55605,4.0,55609,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,277070,76964,44540,3.0,44543,0.58,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,43953,12209,7943,0.0,7943,0.65,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,29818,8283,642,3.0,645,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,F,WA,35,10,9,1.0,10,0.93,On,SWIS,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Laverton Facility,F,WA,5669,1575,1068,0.0,1068,0.68,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,28455,7904,5826,0.0,5826,0.74,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD Power Station,F,WA,9233,2565,1993,0.0,1993,0.78,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,53115,14754,1151,4.0,1155,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,425736,118260,9631,1.0,9632,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,1026888,285247,135796,0.0,135796,0.48,Off,Off-grid,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Facility,F,WA,1023,284,229,0.0,229,0.81,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,1009837,280510,188209,8.0,188217,0.67,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II WCMG Power Station,F,QLD,397362,110378,62695,8.0,62703,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek WCMG Power Station,F,QLD,285824,79395,41220,8.0,41228,0.52,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,768448,213458,102018,0.0,102018,0.48,On,DKIS,Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill LFG Power Station,F,WA,85922,23867,1836,3.0,1839,0.08,On,SWIS,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,17909,4975,390,12.0,402,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor WCMG Power Station,F,NSW,161001,44723,25441,4.0,25445,0.57,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park LFG Power Station,F,WA,122636,34066,2622,1.0,2623,0.08,On,SWIS,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tower CSM Power Station,F,NSW,613228,170341,110119,2.0,110121,0.65,On,NEM,Waste Coal Mine Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,F,WA,9952,2764,2081,0.0,2081,0.75,Off,Off-grid,Diesel,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Weipa Solar Power Station,F,QLD,8715,2421,0,9.0,9,0.0,Off,Off-grid,Solar,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,17337,4816,656,8.0,664,0.14,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,57630,16008,1217,2.0,1219,0.08,On,NEM,Landfill Gas,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,100860,28017,4,43.0,47,0.0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,9524224,2645616,1299768,338.0,1300106,,-,-,-,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,740436,205677,133,814.0,947,0.0,On,NEM,Solar,-
CLARE SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,740436,205677,133,814.0,947,,-,-,-,-
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Daandine Power Station,F,QLD,75328,20924,10131,1192.0,11323,0.48,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. APA INFRASTRUCTURE LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports."
CLARKE ENERGY (AUSTRALIA) PTY. LTD.,Corporate Total,C,-,75328,20924,10131,1192.0,11323,,-,-,-,-
CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,F,QLD,831398,230944,239,486.0,725,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,F,QLD,1711296,475360,78,1249.0,1327,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Swanbank E Power Station,F,QLD,816427,226785,89348,3391.0,92739,0.39,On,NEM,Gas,-
CLEANCO QUEENSLAND LIMITED,Wivenhoe Power Station,F,QLD,1439570,399881,23,452492.0,452515,0.0,On,NEM,Hydro,-
CLEANCO QUEENSLAND LIMITED,Corporate Total,C,-,4798691,1332970,89688,457618.0,547306,,-,-,-,-
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2510318,697310,226,1610.0,1836,0.0,On,SWIS,Wind,-
CWF HOLDINGS PTY LTD,Corporate Total,C,-,2510318,697310,226,1610.0,1836,,-,-,-,-
DELTA ELECTRICITY PTY LTD,Vales Point Power Station,F,NSW,24221493,6728193,6356146,79485.0,6435631,0.94,On,NEM,Black Coal,-
DELTA ELECTRICITY PTY LTD,Corporate Total,C,-,24221493,6728193,6356146,79485.0,6435631,,-,-,-,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,115909,32197,0,191.0,191,0.0,On,NEM,Solar,-
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,-,115909,32197,0,191.0,191,,-,-,-,-
DUNDONNELL WIND FARM PTY LTD,Dundonnell Wind Farm,F,VIC,3974313,1103976,198,1487.0,1685,0.0,On,NEM,Wind,-
DUNDONNELL WIND FARM PTY LTD,Corporate Total,C,-,3974313,1103976,198,1487.0,1685,,-,-,-,-
EDIFY ENERGY PTY. LTD.,Darlington Point Solar Farm Pty Ltd,F,NSW,1649707,458252,208,0.0,208,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Gannawarra Solar Farm Pty Ltd,F,VIC,371736,103260,26,0.0,26,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,GESS ProjectCo Pty Ltd,F,VIC,0,0,15,2447.0,2462,0.0,On,NEM,Battery,-
EDIFY ENERGY PTY. LTD.,Hamilton Solar Farm Pty Ltd,F,QLD,438139,121705,32,0.0,32,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,The Daydream Solar Farm Trust,F,QLD,1192423,331228,68,0.0,68,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,The Hayman Solar Farm Trust,F,QLD,374097,103916,34,0.0,34,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Whitsunday Solar Farm Pty,F,QLD,388766,107991,31,0.0,31,0.0,On,NEM,Solar,-
EDIFY ENERGY PTY. LTD.,Corporate Total,C,-,4414868,1226352,414,2447.0,2861,,-,-,-,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,6834,1898,2,3.0,5,0.0,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,1757688,488247,188178,0.0,188178,0.39,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,4493548,1248208,1136165,2687.0,1138852,0.91,On,SWIS,Black Coal,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,13525,3757,1455,0.0,1455,0.39,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,15119,4200,1,11.0,12,0.0,Off,Off-grid,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,19653,5459,2561,0.0,2561,0.47,Off,Off-grid,Diesel,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,4990,1386,0,20.0,20,0.0,On,SWIS,Wind,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,19156,5321,5287,0.0,5287,0.99,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,2778347,771763,422639,463.0,423102,0.55,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,14808913,4113587,3663805,2112.0,3665917,0.89,On,SWIS,Black Coal,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,12305,3418,2473,0.0,2473,0.72,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,1641134,455871,419994,0.0,419994,0.92,On,SWIS,Gas,-
ELECTRICITY GENERATION AND RETAIL CORPORATION,Corporate Total,C,-,25571212,7103114,5842560,5296.0,5847856,,-,-,-,-
ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,1114,310,142,0.0,142,0.46,On,SWIS,Diesel,-
ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,-,1114,310,142,0.0,142,,-,-,-,-
ENEL GREEN POWER AUSTRALIA PTY LTD,Bungala One Solar Farm,F,SA,842612,234059,0,0.0,0,0.0,On,NEM,Solar,-
